TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
123033:11	and, and how will you, make that actually happen *t*-1?	###speakerb54.### and, and i, i, i really feel 0 that, that, that is part of the problem that we, we've let things get so out of control that, that we don't want *-1 to put the brakes on them.###speakera55.###but wha-, what practical steps could on-, could one take *t*-1?###um,###speakerb56.### by, by * having a, a, a budget that *t*-1 is, is feasible, that *t*-2 is reasonable.###speakera57.###well, but everybody will say that he is for that.###uh,	how	yes	What is a way...?	What is every way...?	What is the way...?
120017:9	well, how'd you learn *-1 to do that to fix them up *t*-2?	###um.###speakera23.###* almost had it done *-1,###and i went on, went ahead and sold it.###speakerb24.###oh, my gosh.###speakera25.###but it was fun.###i really enjoyed it.###speakerb26.	how	yes	What is a way...?	What is every way...?	What is the way...?
84674:4	how can you even think like that *t*-1?	###so they, they picked on this kid who *t*-1 was like new in town.###speakera182.###uh-huh.###speakerb183.###and they were like, well, no one was going *-1 to miss him anyway, you know,###and it like,###speakera184.###oh, god.###speakerb185.###ugh, that is horrible.	how	yes	What is a way...?	What is every way...?	What is the way...?
137110:4	where'd you,	###unless i'm going somewhere warm for the winter.###speakera81.###right.###speakerb82.###speakera83.###right.###speakerb84.###yeah,###that'd be nice.###speakera85.	where	yes	What is a place...?	What is every place...?	What is the place...?
120041:4	where'd you get the car *t*-1?	###speakerb30.###uh-huh.###speakera31.###and they had, uh, some names, some companies that *t*-1 sold mustang parts,###and i just started *-1 ordering some parts### and, and, you know, basically, you know, i, what i did *t*-1 was, i redid the whole interior.###i didn't do too much to the engine, because the engine was pretty good,###but the, the whole interior and then part of the exterior,###* just kind of do it.###speakerb32.	where	yes	What is a place...?	What is every place...?	What is the place...?
42408:24	how, i mean how can it be changed *-1 *t*-2. unless the legislature will do something	###speakera195.### it's just not, it just doesn't seem right.###speakerb196.###no,### it doesn't,###it doesn't.###they just get out, you know,###there was a thing on,###speakera197.###well what are we going *-1 to do *t*-2 about it?	how	yes	What is a way...?	What is every way...?	What is the way...?
7652:23	how did you, how did they get you *t*-1?	###speakerb73.###well, i figured 0 with texas instruments they'd probably have a few, uh, texans on the line now and then.###speakera74.###yeah,### do, do you work for t i in any way?###speakerb75.###no,###huh-uh.###speakera76.###wow,	how	no	What is a way...?	What is every way...?	What is the way...?
169130:14	so, um, how do you feel about the crime in your city *t*-1?	###speakerb43.###right,###right###and, well, it's, it, it seems pretty aggre-, aggressive oriented,###i mean, you, you look at the last mis-, military action which *t*-1 was in the persian gulf and wasn't anywhere near the united states###and it was, uh, you know, it was definitely a projection of u s power on the other side of the globe,###so, at, at any rate, this is getting off the topic###but i-,### my, my point was that there is, for people who *t*-1 don't want *-2 to do the military service, there, it would be neat if there were an alternative that *t*-4 could instill the same sort of personal discipline and sense of purpose and, uh, sense of community that the boy scouts,###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
164740:9	so, how did that happen *t*-1, anyway?	###speakerb26.###the times herald went out of business here###speakera27.###oh, yeah?###speakerb28.###and so we really only have one dallas newspaper and one, fort worth newspaper.###speakera29.###speakerb30.###speakera31.###well, that must be pretty bad.	how	no	What is a way...?	What is every way...?	What is the way...?
144268:4	how do people in texas deal with dallas, houston and san antonio *t*-1.	###speakerb36.###that,###well, yeah,###but, i mean, just this whole year has been just disastrous for them###and, uh, you know, they're going, i, i think 0 they're going for an all time record of how many l-, you know, losses in a row they can, they c-, they can, uh, pull *t*-1 out.###speakera37.###yeah.###speakerb38.###it's unbelievable.###speakera39.	how	no	What is a way...?	What is every way...?	What is the way...?
162379:6	and how do you feel *t*-1 about them?	###speakera87.###speakerb88.###right.###speakera89.###but that's a little bit more than we want *-1 to spend *?* right now.###but, uh, uh, it's interesting,###but, uh, i don't know,### if, if, uh, it seems *-1 to be,###speakera1.###uh, so, uh, what are your benefits like *t*-1 at your job,	how	no	What is a way...?	What is every way...?	What is the way...?
152968:4	how do you keep up with current events *t*-1?	###speakerb64.###uh-huh.###speakera65.###and she sends her taxes to me###and i figure them up.###she really has no idea.###she gets a refund check###and,###speakera1.###okay.	how	no	What is a way...?	What is every way...?	What is the way...?
146142:6	or how did you make a quilt *t*-1?	###speakera35.###um, i crocheted an afghan for our bed.###that's the only thing,### and, and i did a quilt,###* let's see,###i've done a quilt for our baby###and i've done a quilt for our bed,###but i mean,###speakerb36.###did you embroidery the pattern and then quilt it yourself,	how	no	What is a way...?	What is every way...?	What is the way...?
159296:9	well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.	###speakera9.###right.### th-, they ha-,###speakerb10.###so it all comes *-1 filtering down to us all in-, individually.###speakera11.###right.###speakerb12.###and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.###speakera13.	how	no	What is a way...?	What is every way...?	What is the way...?
166857:16	who, how do you know that *t*-1?	###speakera43.###and they call you up###and they actually happen *-1 to be people who *t*-2 are, graduated in your class or something like that.### and, and they say, oh, we, we know you.###you, uh, had, uh, contributed x amount last year.###can you do better this year?###and, you know, like * hold on here.###speakerb44.###how do you know that *t*-1?###speakera45.	how	no	What is a way...?	What is every way...?	What is the way...?
164882:4	how do you think that, uh, the viewpoints differ *t*-1?	###uh, i agree with you, too, on the, uh, uh, the cable channel, c n n and headline news.###uh, i'm not too satisfied with our local newspaper uh, which *t*-1 is why i rely on shortwave and, and then the cable, cable, c n n *t*-2.###speakerb9.###uh-huh.###speakera10.###speakerb11.###speakera12.###speakerb13.###i'm, uh, interested in the, in the shortwave aspect of it.###uh, how do you find that the, the coverage from other places in the world, uh, compares with the american coverage of,	how	no	What is a way...?	What is every way...?	What is the way...?
133681:9	well, how did it go *t*-1?	###well, i would have *-1 to agree with you if there are circumstances like that, uh, around, uh,###and i, i, i can't confess to *-1 having any substantial knowledge of that sort of thing,### but, but *-2 taking what you're saying *t*-1 at face value, then i would have *-2 to agree with completely.###speakera46.###yeah.###speakera1.###you've done.###speakerb2.###our most recent series of projects i guess 0 *t*-1, was, inside was, 0 uh, we remodeled a bathroom recently.###speakera3.	how	no	What is a way...?	What is every way...?	What is the way...?
133926:4	how do you get your main source of current events *t*-1?	###and * start right there.###speakerb104.###speakera105.###do you seem *-1 to get it straighter,###is that the advantage,###or what's the,###speakerb106.###well, you, you,###speakerb1.### what, what,	how	no	What is a way...?	What is every way...?	What is the way...?
29980:4	how do you feel *t*-1 about credit cards?	###speakera129.###uh-huh.###and then i just,###speakerb130.###ok###so you,###just like * being finger printed *-1...###speakera1.###okay, um,###* let's see.	how	no	What is a way...?	What is every way...?	What is the way...?
143729:4	how do you use them *t*-1?	###speakerb1.###well, i suppose 0 we both have credit cards.###speakera2.###uh-huh,###yeah,###they seem *-1 to be a part of life.###speakerb3.###yeah.###speakera4.###yeah,	how	no	What is a way...?	What is every way...?	What is the way...?
143577:4	how did that compare with this area *t*-1 as far as house-, housing prices?	###speakerb100.###uh, it's got an office down here in, uh, in, near duncanville###and we just moved down *-1 to be on staff down here###so.###speakera101.### how, how was the, uh *t*-1,### s-, you say 0 you lived in the denver area before?###speakerb102.###right.###speakera103.	how	no	What is a way...?	What is every way...?	What is the way...?
142587:9	well, how do you get the edge though *t*-1?	###speakerb16.###well, that is hard.###now, i asked janice, or somebody recently how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4.###speakera17.###uh-huh.###speakerb18.###speakera19.###uh-huh.###speakerb20.###speakera21.	how	no	What is a way...?	What is every way...?	What is the way...?
138191:9	well, how do you think that that's happened *t*-1?	###right.###speakerb54.###speakera55.###for other people###speakerb56.###speakera57.###and,###speakerb58.###and so then you wind up with little brats on your hands.###speakera59.	how	no	What is a way...?	What is every way...?	What is the way...?
106648:6	and how do you hold to yours *t*-1?.	###i s-,###no,###speakerb60.###speakera61.###this is the price 0 we're going *-1 to give you *t*-2 out the door.###we don't want *-1 to hear about taxes,###speakera1.###okay.###i'll let you start.###do you all keep a budget,	how	no	What is a way...?	What is every way...?	What is the way...?
67013:20	how d-, how does that work, work out with, uh, * storing your bike and showering and all that *t*-1?	###speakerb13.### it, it, it varies.###uh, out near my house is pretty hilly.###uh, but sometimes i bike to work which *t*-1 is about, uh, a fifteen mile trip each way.###and that's mostly flat.###speakera14.###how long does that take you *t*-2 * to get to work?###speakerb15.###uh, about forty-five, fifty minutes.###speakera16.	how	no	What is a way...?	What is every way...?	What is the way...?
127830:6	and who *t*-2 knows still, what *t*-1 ha-, really happened, you know.	###speakera97.###yeah,###they had a big fight on that show, didn't they?###speakerb98.###yeah,###yeah.###speakera99.###they were all accusing each other of everything in the world.###speakerb100.###oh, that was awful	who	no	Who is a person...?	Who is every person...?	Who is the person...?
163430:9	well, who *t*-1 wants *-2 to clean their junk before they throw it away.	###more than it's worth.###speakerb60.###it's,###i don't know,### it, it can be,###it *exp*-1's not as easy *ich*-2, * selecting, you know, clean junk as they say *?*.###speakera61.###speakerb62.###speakera63.###right.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
19308:21	and finally, you know, who *t*-1 knows	###speakera25.###but, uh, the russian economy### they, you know, they,###i don't know what the percentages are *t*-1,###but i heard it one time,###it's just some ungodly number * just to support the military machine.###speakerb26.###uh-huh,###uh-huh.###speakera27.	who	no	Who is a person...?	Who is every person...?	Who is the person...?
24955:16	who, who *t*-1's supposed *-2 to make the change,	###and she's got four kids.###a kid in,###her first grader,###i don't see where she's going *-1 to have much time for them *t*-2.###so, i don't know.###it's just like,###speakerb54.###i guess 0 you just have *-1 to wonder,###is it up to the,###is it, you know,	who	no	Who is a person...?	Who is every person...?	Who is the person...?
