TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	AResponse	AllResponse	TheResponse
115953:33	you know, how can you, how can you justify * raising anybody's salary if you, you know, if you have *-1 to lay people off *t*-2?	###but, this, you know, this, uh,###i think 0 *-1 living in richardson, we're kind of spoiled because i think 0 we get, we come closer to *-2 getting our money's worth as far as the city is concerned, i think than probably any, any city in the country.###speakera42.###yes,###well, did you read in the dallas paper where they increased the teach-, the administrators' pay by thirty three percent after they laid off all those teachers *t*-1.###speakerb43.###is that incredible?###speakera44.###speakerb45.### that's, that's the biggest mess 0 i've ever heard of *t*-1.	how	yes	What is a way...?	What is every way...?	What is the way...?
160511:4	how can it be bad *t*-1?	###speakerb90.###paper just seems so innocuous.###speakera91.###huh?###speakerb92.###paper doesn't seem threatening at all, you know.###speakera93.###well, it is *?*, it is *?*, though.###speakerb94.###it comes from trees.	how	yes	What is a way...?	What is every way...?	What is the way...?
5433:12	i mean who would *t*-1 steal a newspaper?	###speakera47.###uh-huh.###i find it *exp*-1 hard * to, uh, follow from one page to another.###it's just something 0 i have never developed, uh, an interest in *t*-1.###speakerb48.###huh.###speakera49.###and i live in kind of a bad area where if i have the paper delivered *-1 *t*-2 it's stolen *-3 before i can get out and get it.###speakerb50.###gosh that's, that sounds pretty bad to me.	who	yes	Who is a person...?	Who is every person...?	Who is the person...?
83488:4	how did you put that many miles on it, in, four or five years *t*-1?	###as far as any maintenance on my car, i, i shy away from the oil changes,###that's for sure.###speakera29.###uh-huh,###well my car is, uh, it's an eighty-six###and i really hadn't had any, any trouble with it un-, until that###and the car now has a hundred and thirty something thousand miles on it### and, uh, and this was just recent,###so i really can't complain about this one.###speakerb30.	how	no	What is a way...?	What is every way...?	What is the way...?
133681:9	well, how did it go *t*-1?	###well, i would have *-1 to agree with you if there are circumstances like that, uh, around, uh,###and i, i, i can't confess to *-1 having any substantial knowledge of that sort of thing,### but, but *-2 taking what you're saying *t*-1 at face value, then i would have *-2 to agree with completely.###speakera46.###yeah.###speakera1.###you've done.###speakerb2.###our most recent series of projects i guess 0 *t*-1, was, inside was, 0 uh, we remodeled a bathroom recently.###speakera3.	how	no	What is a way...?	What is every way...?	What is the way...?
61830:4	how do you go about * getting one of those a catalogs *t*-1?	### and you'll find all these things and you'll find the monitors forty dollars and the card that *t*-1 drives the monitor that *t*-2 goes in the back of the board for twenty-five dollars which *t*-3 is amazing to me.###speakerb52.###uh.###speakera53.###and you mix and match###and then you do it by mail-order.###but there's no real brands###it's probably a half a dozen companies *ich*-2 around the world that *t*-1 are making those mother boards, the main computer, the circuit board.###speakerb54.###i see.	how	no	What is a way...?	What is every way...?	What is the way...?
16417:9	well, how did you get a recipe for pudding on your own *t*-1?	###speakerb96.###that's really interesting,###i've never heard of anybody making their own pudding before###that's really neat.###speakera97.###well, i used *-1 to make the regular pudding, the chocolate and put it in the pie shell###and if it would sit in the refrigerator for a day, where you cut the pie *t*-1, it would soak into the pie shell###and it was like red,###and i'm like, oh, this is kind of groedy.###speakerb98.	how	no	What is a way...?	What is every way...?	What is the way...?
159296:9	well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.	###speakera9.###right.### th-, they ha-,###speakerb10.###so it all comes *-1 filtering down to us all in-, individually.###speakera11.###right.###speakerb12.###and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.###speakera13.	how	no	What is a way...?	What is every way...?	What is the way...?
156287:12	jimmy, so how do you get most of your news *t*-1?	###speakerb76.###speakera77.###yeah.###and there's not that much in terms of, of public transportation down there.###speakerb78.###uh-huh.###speakera79.###there is *?*,###but it's kind of it's,###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
14025:4	how do you usually keep up with current events *t*-1?	###you, too.###speakera50.###speakerb51.###you, too.###speakera52.###* thank you, ma'am.###bye-bye.###speakerb53.###bye-bye.###speakera1.	how	no	What is a way...?	What is every way...?	What is the way...?
