TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
113623:18	and i don't see why it couldn't be shortened *-1 considerably *t*-2.	###speakera51.###uh-huh,###yeah.###yeah,###it equ-,###speakerb52.###and at that point you know i, i really think 0 there needs *-1 to be maybe a shorter appeal process.###speakera53.###i do too.###i think 0 that needs *-1 to,	why	yes	why it couldn't be shortened *-1 considerably *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
45293:31	now i don't know how, how it would be *t*-1 * bringing in, uh, like cat to a full, full grown dog.	###we had the cat first,###and then we got, uh, the chow.###and,, * bring, um, bringing them in as puppies they got along just fabulous with her.###speakerb36.###uh-huh.###speakera37.###and, uh, you would think, you know, that they were all dogs the way 0 she would prance around them and, and paw at their face *t*-1###and they'd just play###and they were never, they never harmed her.###so, uh, they got along great,	how	yes	how, how it would be *t*-1 * bringing in, uh, like cat to a full, full grown dog	...what is a way...	...what is every way...	...what is the way...	
175577:55	he needs *-1 to do his own course of investigation and, and see what he can do *t*-5 because who *t*-2 knows what *t*-3's going *-4 to happen in another thirty years.	###speakera29.### and, uh, and, you know, i can get up,###speakerb30.###i know.### it, it seems *-1 to be, be kind of, kind of scary, you know. because you think of,###uh, see my son's eighteen right now###and he, he's, uh, he wants *-1 to go into engineering.###and the, the, the branches of engineering that he wants *-1 to go into *t*-2 is now kind of open###and he's interested in, basically, three different areas.###but, uh, it *ich*-2's difficult for me to try *-1 to give him any kind of advice or to advise him or anything like that.	what	yes	what he can do *t*-5	...what is a thing...	...what is every thing...	...what is the thing...	
131614:11	we know what we can do *t*-1.	###we don't go out *-1 drinking beer till three and try *-1 to go to class in the morning.###speakerb120.###at seven,###yeah.###speakera121.### we're past, yeah, we're past that age.###speakerb122.###yes,### we're, we're smarter now.###speakera123.	what	yes	what we can do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
83302:67	uh, after the case was over, i was like, somebody get ahold of these people and find out why in the world did they vote the way 0 they did *t*-1 *t*-2, you know.	###speakera91.###oh, yeah.###well, i do a lot of business up in washington.###speakerb92.###speakera93.###i was there during the, during the trial actually,###yeah.###speakerb94.###yeah.###and the opposite was true of me.	why	no	why in the world did they vote the way 0 they did *t*-1 *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
85675:19	i can't figure out why they adored him *t*-1.	###yeah.###speakera51.###they love violent leaders, to, you know,###i mean * look at, you know, the leader 0 they had *t*-1.### they, they just adored him, because he was so strict and cruel,###speakerb52.###yeah.###speakera53.###and, you know, for a while there he had them, be-,###speakerb54.	why	no	why they adored him *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
92277:16	i don't know what *t*-1's going *-2 to ha-,	###oh.###speakerb14.###those are the two 0 i like *t*-1 the best.###speakera15.###oh, two 0 they're going *-1 to change *t*-2.###well, one they're taking *t*-1, off.###speakerb16.###i know.###it's going *-1 to be history, i know 0 *t*-2.###speakera17.	what	no	what *t*-1's going *-2 to ha-	...what is a thing...	...what is every thing...	...what is the thing...	
152836:11	you know what i mean *t*-1?	###do you think that, uh, for whatever taxes we do pay *t*-1 that, uh, we are getting value for it?###speakerb20.###no.###speakera21.###yeah.###uh, my, my opinion of taxes is that we just send money to washington or to the state and they say 0 they are going *-1 to send some back,### it's like * giving yourself a tra-, it's like one arm giving the other a transfusion.###speakerb22.###yeah.###speakera23.	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
32640:11	you know what i mean *t*-1.	###that's right,###speakerb220.###speakera221.### you, you have *-1 to work on.###you, really do.###speakerb222.###right.###speakera223.###speakerb224.###and you know, if i, i didn't wait five years for it to be good enough grow	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
170899:22	somebody who *t*-1 would know what * to do *t*-2 in the event of an emergency.	###or people send you there as a last resort.###speakerb26.###right,###right.###that's what my grandparents,###it was just so that the rest of the relatives would have peace of mind *-1 knowing that if anything happened, there was somebody there for them.###speakera27.###uh-huh.###speakerb28.###so that was their thinking.	what	no	what * to do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
