TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
95258:37	but i do a little bit where it, where it wouldn't hurt anybody *t*-1.	###that was,###you know, i would not mind it.###speakerb5.###yeah,### i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury *t*-1, absolutely.###speakera6.###right.###speakerb7.###and i don't have a problem *ich*-1 at all with employers, uh, testing in the hiring process,###but i, i, i don't, i don't have a problem with them *ich*-1 too much, testing even after the fact,	where	yes	where it wouldn't hurt anybody *t*-1	...what is a place...	...what is every place...	...what is the place...	
133293:18	so i don't know how they expect them to, uh, pass history *t*-2 when they can't read anything, you know, even read a word problem in math *t*-1.	###something is definitely wrong.###speakerb22.###uh-huh.###speakera23.###and, uh, one thing, they don't spend as much time *-1 just teaching reading and writing,###so a lot of kids are just being promoted *-1 from year to year###and they truly can't read###speakerb24.###right.###speakera25.	how	yes	how they expect them to, uh, pass history *t*-2 when they can't read anything, you know, even read a word problem in math *t*-1	...what is a way...	...what is every way...	...what is the way...	
147760:69	say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.	###right.###and that would be a next question 0 * to ask *t*-1.###how many do you think 0 *t*-1 are in there for pub-, for bu-,###because they want *-1 to be a service to us###or are they in there for their own gains,###and personally i feel 0 it's probably, there's probably some of each.###speakerb12.###right.###yeah.###but i think 0 maybe a lot of them, um,	what	yes	what can i steal *t*-1 while in an office	...what is a thing...	...what is every thing...	...what is the thing...	
171174:43	a business associate of mine was, was talking about how it used *-1 to be where you would send things through the mail *t*-2 *t*-3	###speakerb12.###yeah.###speakera13.###we don't even wait for the mail anymore.###speakerb14.###uh-huh.###speakera15.###right.###speakerb16.###yeah, uh,	how	yes	how it used *-1 to be where you would send things through the mail *t*-2 *t*-3	...what is a way...	...what is every way...	...what is the way...	
66002:17	because we never know when we might, you know, get laid *-3 off or something *t*-4.	###uh-huh.###speakerb53.###speakera54.###uh-huh.###speakerb55.###just i fe-, i feel like even that little bit helps.###speakera56.###right.###well, you know, the way 0 the economy's going *t*-1 and inflation and the recession and all that, i think 0 we, we really need *-2 to try *-3 to stay out of debt as much as possible.### that's, that's why i've, i've really started *-1 to try *-2 to, to pay off mine and get out of debt *t*-3.	when	yes	when we might, you know, get laid *-3 off or something *t*-4	...what is a time...	...what is every time...	...what is the time...	
124741:10	is that why you said 0 i had more experience than you *t*-1?	###even if you don't have your major decided on *, * have an idea what you think 0 you might want *t*-1, you know,###so you don't want management,###but you think 0 you want business,###speakerb1.###so how many, um, credit cards do you have *t*-1?###speakera2.###um, i think 0 i'm down to one.###speakerb3.###oh, my gosh,###i wish 0 i was that way.	why	no	why you said 0 i had more experience than you *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
80937:19	though, i can see why it won so many oscars *t*-1.	###i really liked it.###speakera21.###now ghost,###yeah,###i love tearjerker movies.###but that wasn't too bad on tearjerker###but, it was, oh, it was good movie,###speakerb22.###not too awful bad.###speakera23.	why	no	why it won so many oscars *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
27467:53	have you, have you tried *-1 getting outside estimates *-2 to see what it *exp*-4 costs *t*-3 * to have something painted *-5?	###speakera25.###uh, particularly when you try *-1 to,###i was talking to somebody else who, who *t*-1 had a lot of wood panelling###and, uh, they had gotten somebody to come in with an estimate###and it seemed like there was, it was a good sized den with a lot panelling###and the people quoted thirty thousand dollars *ich*-1 *-2 to paint it or something.###speakerb26.###oh, my goodness,###that's an awful lot.###speakera27.	what	no	what it *exp*-4 costs *t*-3 * to have something painted *-5	...what is a thing...	...what is every thing...	...what is the thing...	
83532:16	i don't know what you want *-1 to call them *t*-2,	###yes###i do.###speakerb44.###okay.###speakera45.###do you?###speakerb46.###i was going *-1 to ask you, you know, as far as how we're getting compensated *-2 for what we're doing *t*-4 right now *t*-3, um,###i don't work for t i###and i'm just, i get these green,	what	no	what you want *-1 to call them *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
117344:11	you know what i meant *t*-1 with rain, huh.	###yes,### i i'm, i'm in, uh, dallas.###speakerb20.###oh.###speakera21.###speakerb22.###okay,###yeah.###speakera23.###speakerb24.	what	no	what i meant *t*-1 with rain	...what is a thing...	...what is every thing...	...what is the thing...	
