TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
18647:16	i don't see how anything can survive out there, for long periods of time *t*-1.	###speakera147.### they, they, they still haven't gotten used to the dry land farming###but, the ir-, irrigation because it's gotten so bad the past few years,###speakerb148.###yeah,###that's true that,###speakera149.###but i don't know###i just came back from there###and just the air is so dry.	how	yes	how anything can survive out there, for long periods of time *t*-1	...what is a way...	...what is every way...	...what is the way...	
58592:26	but we're trying *-1 to decide what can we serve *t*-2 because at this one the hostess was pretty busy *-3 running around trying *-4 to get stuff ready for the table	###speakerb61.###uh-huh.###speakera62.###and you came *-1 dressed *-2 as one of the characters###and you had *-1 to solve the mystery during the dinner,###speakerb63.###uh-huh.###speakera64.###and it was really fun###and so we, we were thinking 0 we wanted *-1 to do, you know, we were going *-2 to try *-2 doing it ourselves,	what	yes	what can we serve *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
86958:16	i do not know what it really will take *t*-1.	###speakera69.###yes,###that's right.###speakerb70.###yeah.###speakera71.###yeah### i, i do not know how that's,###i do not think 0 it's done *-1 by, uh,###the changes come simply by statutory nature.	what	yes	what it really will take *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
50918:80	uh, the special on channel thirteen that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago, it detailed how this one person went about *-6 finding out this particular pers-, from this particular person his home mortgage, how much he pays *t*-4 for it, what his payments are *t*-5, uh, his, uh, social security number, driver's license, any kind of records 0 he may have *t*-7. uh, their credit card and the status of their credit *t*-8.	###bye-bye.###speakera1.###well, on this subject of invasion of privacy,###yes,###it *exp*-1's very easy for anybody * to find out about you.###your,###speakerb2.###well, i don't really like that very much.###speakera3.###yeah,	how	yes	how this one person went about *-6 finding out this particular pers-, from this particular person his home mortgage, how much he pays *t*-4 for it, what his payments are *t*-5, uh, his, uh, social security number, driver's license, any kind of records 0 he may have *t*-7. uh, their credit card and the status of their credit *t*-8	...what is a way...	...what is every way...	...what is the way...	
23059:21	but i really don't know what the other solution would be *t*-1 you know,	###it's not all bad###speakera109.###no.###speakerb110.###but i guess 0 once you get ill, then, you know, you really have some problems if you can't get around and do things.###speakera111.###around,###yeah.###speakerb112.###speakera113.	what	yes	what the other solution would be *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
5870:36	and they have this whole team, you know, analyze why they came in *-2 last *t*-1	###right?###speakerb124.###uh-huh.###speakera125.###and so, i b m says well we have, we have *-1 to have a team,###right.###speakerb126.###uh-huh.###speakera127.###and then they come in *-1 last	why	no	why they came in *-2 last *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
31802:16	i don't know why we have so much going for us *t*-1,	### i had, i had a cousin that *t*-1 was stationed *-2 there, plattsburgh for a while.### he, he remembers lots of snow.###speakera53.###yeah,###plattsburgh's kind of a,### it's, uh, it's, uh, depressed economically.###speakerb54.###oh, really, oh.###speakera55.###when you go across the lake *t*-1, um,	why	no	why we have so much going for us *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
44662:118	i, i think, uh, 0 in a way we're able *-2 to read each other pretty well because, uh, she knows when i'm upset *t*-1 and i know when she's not feeling good *t*-3 too.	###speakera57.###speakerb58.###i mean she really could pick up on my mood uh, the way 0 i walked in the door *t*-1.###speakera59.###yeah,###yeah.###speakerb60.###it was, uh, uncanny.###speakera61.###huh.	when	no	when she's not feeling good *t*-3	...what is a time...	...what is every time...	...what is the time...	
54417:24	i'm trying *-1 to think what i've seen *t*-2 lately.	###oh mumblex yeah,### i was, i###that part scared me.### that, that, um, the egyptians would pull out###and i just saw atomic bomb,###speakerb1.###do you want *-1 to start?###g-,###speakera2.###yeah,	what	no	what i've seen *t*-2 lately	...what is a thing...	...what is every thing...	...what is the thing...	
33295:16	i don't know what she calls them *t*-1 in	###speakerb144.###speakera145.###whenever we have at the big get-together over at her house *t*-1 she makes this meat ball sauce###and it has###i don't know###they are just kind of like quarter size meatballs###and they are absolutely delicious###speakerb146.###uh-huh###speakera147.	what	no	what she calls them *t*-1 in	...what is a thing...	...what is every thing...	...what is the thing...	
