TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
12156:37	other than that i'm not sure what, what individuals can do *t*-1 other than like i said *-2 get involved *-3 through a group or an organization.	###uh, but you know a proposal to, uh, uh, i guess the proper authorities,###speakerb130.###uh-huh.###speakera131.###well you might, uh, generate some yeah, you might generate some interest in it.###speakerb132.###yeah,###the automobile regulatory agencies or something.###speakera133.###but that's, that's a good idea.	what	yes	what, what individuals can do *t*-1 other than like i said *-2 get involved *-3 through a group or an organization	...what is a thing...	...what is every thing...	...what is the thing...	
87628:64	and if it weren't for the taxes 0 we're putting *t*-1 in there, uh, * look what the schools could cost you *t*-2.	###i live in richardson###speakerb12.###yeah.###speakera13.###and it's up over two thousand dollars a year for taxes on my house.###speakerb14.###yeah,###yeah.###speakera15.###but now we're getting public services, the schools, the hospitals	what	yes	what the schools could cost you *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
70801:50	i, i don't know what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational.	###well, * let's see,###two thousand out of eleven thousand, that's about a little over twenty per cent.###uh, i, i should imagine that, that would be * to keep it at a level, those levels, i guess, that, that *t*-1 were originally appropriated *-2 w-, was when the soviet threat, i guess, was perceived *-4 as *-4 being a greater one *t*-3.###i don't think 0 there's very much of a threat there today.###i do worry about what nuclear weapons *t*-1 are left *-3 in the territories, uh, in their territory over there, and who *t*-2's controlling them,###but,###speakerb16.### tha-, that's true,###that's true.###speakera17.	what	yes	what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational	...what is a thing...	...what is every thing...	...what is the thing...	
42453:92	well, i'm kind of leaning towards, i don't know, i'm thinking about what, from one to ten what my no would be *t*-1.	###yeah,###i think 0 it would be worth it###everybody wo-,###speakerb214.###well, i was watching a show about this the other night###and, you know, they were like in a, i think 0 it was on forty-eight hours.###speakera1.###okay,###well what do you think *t*-1?###speakerb2.	what	yes	what, from one to ten what my no would be *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
110313:14	i can see where you would think,	###and, uh, if they say, hey, you can't do this work, i'd say, hey, i agree,### i don't, i won't do that.###and i think 0 most of them have agreed to that now, although they didn't like it at first.###speakerb38.###yeah,###i think 0 it's just like anything else, a new concept, you know,###as i said, if i have *-1 to go to a testing area with my urine specimen i was insulted *-2,###speakera39.###yeah,###it is *?*,	where	yes	where you would think	...what is a place...	...what is every place...	...what is the place...	
33803:18	i said, uh, why do i feel like i need *-1 to start *-2 pushing myself more *t*-3.	###yeah,###thanks a lot.###speakera117.###yeah,###because i was saying to him, i said, i'm not that heavy,###i'm not heavy, you know,###maybe ten to fifteen pounds like any other human being.###speakerb118.###uh-huh.###speakera119.	why	no	uh, why do i feel like i need *-1 to start *-2 pushing myself more *t*-3	...what is a reason...	...what is every reason...	...what is the reason...	
53546:13	but i understand why bush, you know, doesn't want *-1 to go in and, and uh, take sides *t*-2.	###uh-huh.###speakerb62.###speakera63.###yeah,###it begins *-1 to make you wonder why we didn't go ahead and go on in and, finish the job while we were in there *t*-2.###speakerb64.###yeah.###speakera65.###speakerb66.###right.	why	no	why bush, you know, doesn't want *-1 to go in and, and uh, take sides *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
147070:61	and i always thought 0 it was kind of out of, got out of hand when the teachers looked real tacky too *t*-1.	###when you were teaching *t*-1, did you ever have, uh, uh, a blue jean day or anything like that?###speakera65.###yeah,###but i never wore jeans because, um, i thought 0 that was too casual.###speakerb66.###yeah, well,###speakera67.###for,###speakerb68.###i know that some of the schools they have, uh, country western day or something like that one, you know, or tacky day,	when	no	when the teachers looked real tacky too *t*-1	...what is a time...	...what is every time...	...what is the time...	
24535:126	i think 0 your record should stand for itself. that, you know, if you've been tested *-1 at other companies and you've always come up *-4 negative or whatever, then i don't see what the big deal is *t*-2 that they have *-3 to go to all the expense of *-6 testing you over and over and over *t*-5.	###well, how do you, how do you feel *t*-1 about, uh, companies drug testing prior to *-2 hiring?###speakerb8.###oh, uh, i was tested *-1, uh, within my company.###i think 0 it's kind of a push * to, uh, weed out drugs in states### and, because i don't know of any other countries that *t*-1 are doing this###speakera9.###uh-huh.###speakerb10.###and i, i feel like it's really just within the united states.### it's, uh, it's okay.	what	no	what the big deal is *t*-2 that they have *-3 to go to all the expense of *-6 testing you over and over and over *t*-5	...what is a thing...	...what is every thing...	...what is the thing...	
133110:99	but, you know, if i had *-1 to make the choice again, i, yeah, i, i'm perfectly happy with what i decided *t*-2 um, although we did just buy another car,	###speakerb96.###uh-huh.###speakera97.###speakerb98.###um, if you were, if you were going *-1 to, uh, buy a new car would you buy another, uh, another accord?###speakera99.###um, i probably wouldn't *?*, just because i already have one###speakerb100.###uh-huh.###speakera101.	what	no	what i decided *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
58049:67	i mean, it was, they're, they still don't know what they were there for *t*-1.	###speakerb68.###yeah,###no kidding.###speakera69.###but, uh, i do think 0 we learned.###speakerb70.###and i just, i just hate the emotional price 0 a lot of the vietnam people paid *t*-1, for, you know, er-, nothing.###speakera71.###yes.###speakerb72.	what	no	what they were there for *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
106672:59	and that was the envelope system. where you go ahead and decide about how much based on what you did *t*-2 last month that you are going *-1 to spend *t*-4 *t*-5,	###speakerb8.###uh, but that depends, you know, on the individual if they can i guess have self-control.###speakera9.###well, that's a lot of it.###uh, i know 0 we tried several different ways.###one time we tried something that *t*-1 really worked###but we didn't keep it up.###i passed it on to a friend###and she won't quit *-1 doing it.###she loves it	what	no	what you did *t*-2 last month	...what is a thing...	...what is every thing...	...what is the thing...	
118840:14	* tell me what you like *-1 to do *t*-2.	###and we don't have the siesta,###speakerb56.###yeah.###speakera57.###and there's, the cultural differences is what *t*-1's, is what *t*-2's kind of, it's what *t*-3's really hurting, uh, the mexican people, because they've had their way of life,###and we've had our way of life,###and, uh,###speakerb58.###i think 0 their, their version of the good old boy network going that, uh, you know, has a lot,###speakera1.	what	no	what you like *-1 to do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
46424:11	you know what i mean *t*-1.	###speakerb80.###and it's like, you know, um, they live back in whe-, where we came from *t*-1 two hundred years ago.###speakera81.###uh-huh.###speakerb82.###speakera83.###uh-huh.###speakerb84.###you know, whe-, we've advanced beyond that,###and i think that their, uh, mentality as far as the way 0 they treat them *t*-1 and that kind of thing,	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
72366:11	i know what you mean *t*-1.	###maybe i have a problem.###speakera71.###no,###i'm sure 0 it's fast mumblex or something.###speakerb72.###it's terrible,### i, i really like books that, that you can get into *t*-1###and that's that.###speakera73.###uh-huh.	what	no	what you mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
52598:15	but, i know what you're saying *t*-1, uh,	###uh-huh,###yeah.###speakerb42.###speakera43.###right,###we don't,###well, yeah###we definitely have lost the judeo-christian ethic of the judicial system for sure,###but the ba-, the base is still there,###the foundation *ich*-1 is still there, though, bu-, of the system,	what	no	what you're saying *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
138250:26	they say 0 you kind of act how you're dressed *-1 *t*-2 a little bit,	###speakerb80.###speakera81.###yes.###speakerb82.###because it was mini skirt time back there at one time.###speakera83.###yes,###so it's really changed.###it's, uh, really kind of gone the rounds,###so i think that maybe that's effected it to some degree.	how	no	how you're dressed *-1 *t*-2 a little bit	...what is a way...	...what is every way...	...what is the way...	
6369:26	* let, me explain to you how you get scholarships * to do that *t*-1.	###i just don't know how anybody's going *-1 to do it *t*-2.###speakera57.###i know.###and boy, it gets really scary when you start *-1 talking to them *t*-2.###uh, i have a, an eleven year old daughter *ich*-3 now who *t*-1's saying, gee, dad, i want *-2 to be an allergist,###speakerb58.###oh, goodness.###speakera59.###and i said, that's wonderful.###i applaud that.	how	no	how you get scholarships * to do that *t*-1	...what is a way...	...what is every way...	...what is the way...	
87727:36	and some, people don't even own a car and know how * to drive a car *t*-1.	###yeah.###speakerb50.###yeah.###speakera51.###yeah,###* just take like in chicago where the people depend on the public transportation system * to get them everywhere *t*-1.###speakerb52.###yeah.###speakera53.###new york	how	no	how * to drive a car *t*-1	...what is a way...	...what is every way...	...what is the way...	
