TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
70941:16	i don't know what that would be *t*-1.	###to me it doesn't sound like a mo-, lot of money,###but i guess 0 it would be for fifteen hundred dollars a year.###speakerb60.###uh-huh.###speakera61.###they went from eleven to fifteen hundred,###speakerb62.###yeah.###speakera63.###and, uh, for an out of state student the tuition went up twenty-five per cent.	what	yes	what that would be *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
113844:33	i was, i was wondering what your response would be *t*-1.	###speakera6.###do you feel 0 there's a problem with immigration in america?###speakerb7.###um, uh, i think 0 there's some problems,###but they're not really big ones.###i think that, um, in general the whole immigration policy isn't quite as open as it should be *?*. that it *exp*-1's really pretty hard for people from other countries to get in here even if they're educated and will be a good asset to america.###it *exp*-1's often hard for them to get in and get on the track towards citizenship unless they marry a citizen or something like that.###speakera8.###okay.###that's interesting.	what	yes	what your response would be *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
165754:44	and then you really have *-1 to start *-2 saying okay, now what can we afford *t*-3 you know,	###yeah.###speakerb89.###you will see that all of a sudden you're paying, you're trying *-1 to decide whether you are going *-2 to do, you know, soccer and piano and all these choices that they have *t*-3 of activities 0 * to do *t*-4###speakera90.###yeah###when,###speakerb91.###speakera92.###uh-huh.###speakerb93.	what	yes	okay, now what can we afford *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
84882:38	so it *exp*-2's kind of hard for me to tell what *t*-1 would happen if i lived in some of the valleys inland,	###right.###speakera57.###bye.###speakerb58.###bye-bye.###speakera1.###um, what do you think 0 the major cause of air pollution or at least in the boston areas,###speakerb2.###well, the, the, the major cause it seems 0 *t*-1 up here is exc-,###i live right on the ocean	what	yes	what *t*-1 would happen if i lived in some of the valleys inland	...what is a thing...	...what is every thing...	...what is the thing...	
23509:73	maybe this pre group of people could decide, you know, which kind of, uh, you know, where they could go *t*-1 from there.	###speakerb14.###but the way 0 our system, our court system works *t*-1, that guy is going *-2 to have *-3 to hang around in jail or out on bail or something like that for an extreme period of time.###speakera15.###right.###speakerb16.###i just think 0 our system is overworked,###and we're starting *-1 to stretch the true meaning of, of right to a speedy trial.###speakera17.###yeah,### that's, that's a good idea.	where	yes	which kind of, uh, you know, where they could go *t*-1 from there	...what is a place...	...what is every place...	...what is the place...	
57420:50	and after i wore it a couple of times i realized why, why it was, it was so cheap *t*-1.	###speakera109.###and it had, like, it was embellished around the, the top, you know,###it had, uh, leather, leather designs and, um, some other, other little things on it###and i just thought 0 it was so pretty###and i go-, i got it at a real good price,###i think 0 maybe it was nine ninety-nine or something.###speakerb110.###oh, that's great.###speakera111.###and it was so pretty,	why	no	why, why it was, it was so cheap *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
168122:88	so so it it's, it *exp*-3's not hard * to see why, why i keep *-1 driving *t*-2.	###like i've, i've looked into *-1 riding the bus to work###and i can drive to work in, uh *ich*-2, and get there in twenty to twenty-five minutes over a very congested corridor. which *t*-1 goes over lake washington on one of the floating bridges.###speakera42.###uh-huh.###speakerb43.###but if i, uh, if i take the bus, it requires several transfers###and it takes over an hour.###speakera44.###huh.###speakerb45.	why	no	why, why i keep *-1 driving *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
29901:34	i, i just don't know when i'm ever,	###and i tell you,###really, i could just kick myself for *-1 even starting it, because i have a feeling 0 i'm never going *-2 to get it done.###i'm probably going *-1 to hear about it the rest of my life.###speakerb104.###oh, i'm sure 0 you'll get it done,###but it just may not of the original,###obviously not of the original time schedule.###speakera105.###no,###that's true.	when	no	when i'm ever	...what is a time...	...what is every time...	...what is the time...	
59128:29	you know, i think to myself, what did i do *t*-1.	###speakera65.###well you know, i can't imagine how i did *t*-1, because now i work all the time,###speakerb66.###yeah.###speakera67.###and, um, well i work all week,###and, um, i can't imagine how i stayed home *t*-1.###speakerb68.###yeah.###speakera69.	what	no	what did i do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
83419:85	and, uh, * took them about an, an hour *-2 to, um, figure out what *t*-3 was, what *t*-4 was blowing the fuse,	###so we, we went back and tried it again, put it on again###and it still didn't work,###and we took the car up to, um, a little place called * pep boys,###i don't know if you have them in your area###speakerb12.###uh-huh.###speakera13.###but, uh, they're, they're pretty reasonable, uh, car repair place also.###so, uh, * took it up there, towed it up there because it, you know, wouldn't start or anything###and this thing just kept *-1 blowing out the fuses	what	no	what *t*-3 was, what *t*-4 was blowing the fuse	...what is a thing...	...what is every thing...	...what is the thing...	
53473:26	well, um, i don't know what *-1 to say *t*-2.	###true.###* trying *-1 to think what else *t*-2 is,. is current.###speakerb34.###speakera35.###speakerb36.###right.###speakera37.###speakerb38.###uh, uh,###speakera39.	what	no	what *-1 to say *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
158452:40	you would know, the whole world would know what you were facing *t*-1.	### it would make, it would make life easier.###speakerb58.###it would *?*.###speakera59.###yeah.###speakerb60.###uh,###speakera61.###but,###speakerb62.	what	no	what you were facing *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
147794:14	if you knew what you were getting *t*-1 when you voted *t*-2, uh,	### i think 0 that's just, i think 0 that's very normal, that we should not ex-, i think,###speakerb22.### i think i-, i think 0 a little more honesty in the campaigns would be, more to the point.###speakera23.###i think 0 we put too much on politicians.###we expect them to only be there *-1 to serve us, you know.###speakerb24.###speakera25.###yeah.###speakerb26.	what	no	what you were getting *t*-1 when you voted *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
35127:83	and if they saw us watching the, something, they'd say, all right, what did you see *t*-2 on what *t*-1's new,	###stuff i guess *t*-2 that *t*-1 mostly public, on public t v.###speakera82.###right.###speakerb83.###as a matter of fact, you know when i was a kid *t*-1, * excuse me, my parents used *-2 to have,###we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.###speakera84.###now there's an idea.###speakerb85.###that was just the rule.	what	no	what *t*-1's new	...what is a thing...	...what is every thing...	...what is the thing...	
118443:11	they say what aspect are you worried about *t*-1,	###do you know?###speakerb12.###oh, i don't know.###speakera13.###yeah,###okay,###well back to crime,###i guess 0 we're supposed *-1 to talk about that.###speakerb14.###speakera15.	what	no	what aspect are you worried about *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
