TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
153431:62	well, i mean, i mean i don't really know what they can, how they can really enforce the laws any better *t*-1	###well, that's pretty scary.###so, does, now do they want us to say where we feel *t*-1 about it, like in *-2 rating it one to ten.###speakera19.###uh, yeah,### i'd probably, i'd probably say about a five.###speakerb20.###that's where i would probably be *t*-1.###speakera21.###* seems like it's a good safe number 0 * to pick *t*-1, you know.###speakerb22.	how	yes	what they can, how they can really enforce the laws any better *t*-1	...what is a way...	...what is every way...	...what is the way...	
67345:30	and, uh, uh, i can't understand why anyone would abandon this dog, though *t*-1.	###uh, she was, uh, uh,###a person 0 *t*-1 lives across the street from me, uh, brought her home from work because a coworker of hers, uh, had this dog appear on its front doorstep,###speakerb3.###uh.###speakera4.### somebody, somebody abandoned her###and, she's only about, oh, si-, between six and eight, six to eight weeks old###speakerb5.###uh-huh.###speakera6.	why	yes	why anyone would abandon this dog, though *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
128373:26	i'm thinking what, what problems my children might have *t*-1 in that, uh,	###yes,###and also, uh, depending on how, uh, uh, adjustable *ich*-2 your child would be *t*-1, or, or flexible, i guess 0 it would be *?*, uh,### if, if they chose a college in a different part of the country that maybe the, they were unused to their, that, the way 0 *t*-1 they run things *t*-2,###i mean, the, the northern colleges are very different than the southern colleges, i think 0 *t*-1.###the people are different###and, uh, you have *-1 to be more flexible and more willing *-2 to, uh, uh, adjust to other people's mannerisms and customs or ways of * doing things.###you know, you have *-1 to be a flexible person *-2 to be able *-3 to go all the way across country to something totally different than what you're used to *t*-4.###uh,###speakera19.###yes,	what	yes	what, what problems my children might have *t*-1 in that	...what is a thing...	...what is every thing...	...what is the thing...	
53534:25	and, uh, i don't know what i've would have done *t*-1 in the situation.	###i'm a little behind on things.###speakera57.###well, the other thing 0 i can think of *t*-1 is, uh, what *t*-2 is still going on in iraq and the kurd refugees.###speakerb58.###yes,### that's, that's sad.###speakera59.###speakerb60.###yeah.### they, uh, yeah, they had *-1 to choose between the better of the two, two bad situations,	what	yes	what i've would have done *t*-1 in the situation	...what is a thing...	...what is every thing...	...what is the thing...	
21434:18	and you always wonder, why they don't, you know, get together or whatever *t*-1.	###and then they'd pull it back,###and they'd start it and pull it back.###and that really made it a very interesting, uh, show to where you never really knew which, which one *t*-1 was going *-6 to show up. you know, whether it was going to, where they're going *-2 to be real close *t*-4 or whether they're just going *-3 to be partners *t*-5, you know###speakerb72.###uh-huh.###speakera73.###and, that, that i kind of thought 0 *t*-1 was good,###but, um, you know, it's, i guess 0 *t*-1, you know,###you always kind of sit there###and you see these two people together,	why	no	why they don't, you know, get together or whatever *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
70407:24	his mother comes in and says, why did you let him play in the dirt *t*-1,	###and they enjoy where they're living *t*-1?###speakerb96.###we'll,###he's nine months old.###speakera97.###oh, so he doesn't know, right.###i guess, 0 he's a big help out in your garden.###right.###speakerb98.###he likes *-1 to dig around a little bit.	why	no	why did you let him play in the dirt *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
90819:139	an, and, i mean, * choosing from my experience, you know, i thought, you know, 0 my, i know what i want *t*-2 a lot more than my parents know what i want *t*-1.	###yeah.###speakerb20.###well, you know, the thing is, 0 when you're a kid *t*-2###and the kid at that age, especially if they're going into undergraduate, it seems like they think 0 they know what they want *t*-1.###speakera21.###uh-huh.###speakerb22.###speakera23.###yeah.###speakerb24.	what	no	what i want *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
151089:24	someone had *-1 to figure out what *t*-2 was going on?	###jury was unorganized###and it was, it was just wasn't organized enough for me.###speakera43.###yeah.###speakerb44.###i'm not used to it not being organized,###and i just assumed that it would have been *?*.###speakera45.###oh, so it was just kind of a zoo###and the jurors just sort of,	what	no	what *t*-2 was going on	...what is a thing...	...what is every thing...	...what is the thing...	
23316:16	i don't know what new york does *t*-1 about theirs.	###i think 0 we're getting, becoming more conscious because we just can't stick everything in landfills any more.###so.###speakera73.###no,###there's not going *-1 to be any room, shortly.###speakerb74.###no,###no,###the office,###speakera75.	what	no	what new york does *t*-1 about theirs	...what is a thing...	...what is every thing...	...what is the thing...	
169578:73	and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.	###uh-huh.###speakera11.###and * seems to me that that's, i think 0 that's the way 0 it's done *-1 now *t*-2.###uh, at least, my understanding of the law which *t*-1 isn't very good.###speakerb12.###speakera13.###speakerb14.###uh-huh.###speakera15.###uh, it seems to me that the judge does it	what	no	what the, the norm *ich*-2 is *t*-1 for a particular thing	...what is a thing...	...what is every thing...	...what is the thing...	
62474:68	you kn-, you know, 0 it's just this problem with sales people just not knowing what *t*-1 goes on.	###huh.###speakerb62.###and see now we're dealing with * having *-1 to bring it back again###and they say 0 they can, you know, do something different and change some connectors###and we hope so,###but it's a hassle.###speakera63.###yeah,###it really is *?*.###speakerb64.	what	no	what *t*-1 goes on	...what is a thing...	...what is every thing...	...what is the thing...	
105090:37	you need somebody 0 *t*-1 to kind of tell you what * to do *t*-2,	###i haven't cr-, managed *-1 to get a hold on that, uh, craft yet,###but, uh,###speakerb12.###that sounds like a real challenge.###speakera13.###yeah,### it, it would be kind of nice.###i hadn't quite figured out,###i don't have anybody 0 *t*-1 to teach me either.###that's another little thing.	what	no	what * to do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
4727:16	and you know, what *t*-1 frightens me, is that, you put a half a million people *ich*-2 out in the middle of the desert with high tech weaponry, you know,	###uh, i've been through there.###speakerb14.###i'm about eight miles south of it.###speakera15.###okay.###oh, yeah.###i had been through saint joe,###but, um, just as far as * watching the news and reading the papers and all that, it sounds like the crimes in the cities are really getting bad.###speakerb16.###well, you know, i've, i've seen those statistics and everything,	what	no	what *t*-1 frightens me	...what is a thing...	...what is every thing...	...what is the thing...	
92719:13	and i thought what are you complaining about *t*-1, when you're only going *-2 to get picked *-3 up once a month, you know, or once a week *t*-4	###uh-huh.###speakerb48.###speakera49.###yeah.###speakerb50.### it's, uh, we, we had neighbors that *t*-1 complained when we got the new garbage cans *t*-2.###speakera51.###uh-huh.###isn't that amazing?###speakerb52.	what	no	what are you complaining about *t*-1, when you're only going *-2 to get picked *-3 up once a month, you know, or once a week *t*-4	...what is a thing...	...what is every thing...	...what is the thing...	
90824:33	at the same time, you have *-1 to decide what *t*-2 is important about the school,	###uh-huh.###speakerb22.###speakera23.###yeah.###speakerb24.### an, and, i mean, * choosing from my experience, you know, i thought, you know, 0 my, i know what i want *t*-2 a lot more than my parents know what i want *t*-1.###speakera25.###uh-huh.###speakerb26.###but, uh, i don't know,	what	no	what *t*-2 is important about the school	...what is a thing...	...what is every thing...	...what is the thing...	
171379:158	but people who *t*-4 d-, don't have day in and day out life long experience with what prison is really like *t*-1 and what the options are *t*-2, * to ask them *-3 to decide for one case, on one person, based on what they see *t*-5, i think 0 that is maybe, uh, a little bit naive.	###uh,###speakera19.###yeah.###speakerb20.###speakera21.###well if you drag twelve people into a courtroom, i trust them to make the right decision as to whether someone's guilty or innocent.###that's usually a matter of who * to believe *t*-2 and what facts * to believe *t*-1.###speakerb22.###right.###speakera23.	what	no	what they see *t*-5	...what is a thing...	...what is every thing...	...what is the thing...	
1915:40	and i'm like, you know, you don't know what you're talking about *t*-1.	###i mean, i was, i was really into the album oriented music, even then,###speakera85.###uh-huh.###speakerb86.###so i was really familiar with a lot, with a lot of, of the a o r type music.###um, the album oriented like the, uh, james taylor, and, the, uh, the beatles,###speakera87.###oh, yeah.###speakerb88.###and you know, i mean, a lot of people they go, they're better than the beatles,	what	no	what you're talking about *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
133841:11	you know what i'm saying *t*-1	###okay.###speakera67.###we did, uh, oh,###you do mix the color as far as you start with, uh, white and then they add the color.###speakerb68.###uh-huh.###speakera69.###speakerb70.###yeah.###speakera71.	what	no	what i'm saying *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
56148:56	so um, you know, i, i wonder sometimes if he knows what he's doing *t*-1.	###speakerb110.###uh, or we'll suddenly be in the dark and say, oh, my goodness, now we don't have the ability * to go on to some new technology.###speakera111.###right.###well, my dad's in the, in the solar energy business,###so, uh, you know, we're acutely aware of a lot of this.###speakerb112.###ah!###speakera113.###but, you know, on the other hand, he voted for george bush,	what	no	what he's doing *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
155874:31	and he can give me access and tell me what * to do *t*-1 and just turn me *-2 loose	###speakera35.###and i work for my instructor###and i'm i'm not a typical student.### i'm, i'm older.### i'm, i'm in my thirties, okay.###speakerb36.###yeah.###speakera37.###and so i have a lot of job experience###and my instructor thrives on that because he can just tell me what he wants *t*-1	what	no	what * to do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
96152:63	so, anyway, so maybe, maybe within a year, we will see how that falls *t*-1.	###so, uh,###speakerb76.###* kind of scattering the vacation out, throughout the year.###speakera77.###yeah,###speakerb78.###yeah.###speakera79.###yeah.###so, it's	how	no	how that falls *t*-1	...what is a way...	...what is every way...	...what is the way...	
6359:19	i just don't know how anybody's going *-1 to do it *t*-2.	### and, and our answer was, that, you know, we will have enough money *ich*-1 available for him to attend a state college.###and if he wants *-1 to go to a private college, he can get a scholarship * to attend, you know.###and that was kind of our view on it.###it just costs too much,###you just can't do it, you know.###so, i don't know,### it's, it's,###i don't, uh,###it just amazing,###it *exp*-3 amazes me how much the, the costs are going *-1 to go up over the next ten or fifteen years *t*-2.	how	no	how anybody's going *-1 to do it *t*-2	...what is a way...	...what is every way...	...what is the way...	
142180:37	well, you need *-1 to, uh, teach them how * to play *t*-2 and take them out on the course with you.	###speakera45.###but i###speakerb46.###oh well that sounds like fun too.###speakera47.###but my golf clubs will probably rust before i get *-1 to use them again###because my boys are still right at the beginning age###and it is probably going *-1 to be six to eight years before they go to college.###speakerb48.###uh-huh.	how	no	how * to play *t*-2	...what is a way...	...what is every way...	...what is the way...	
117393:69	and, uh, *-1 seeing as you've got some older children, i, i'm wondering, how did you handle that *t*-2, when they were growing up *t*-3?	###speakera39.###no,###it's okay.###uh, so that was the thing that i, i noticed *t*-1 that, i know 0 a lot of people, lot of friends that we have *t*-2, they have a tendency * to do the same thing.###and one of the things 0 we try *-2 to do *t*-1 is we try *-3 to avoid *-4 doing that as much as possible. although it *exp*-5 really is very easy * to do that type of thing. just plop them down in front of the t v and let them be, uh, entertained *-6 that way.###speakerb40.###uh-huh.###speakera41.###speakerb42.###speakera43.	how	no	how did you handle that *t*-2, when they were growing up *t*-3	...what is a way...	...what is every way...	...what is the way...	
