TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
31208:73	are the rest of us who *t*-1 went for the big bucks, you know, staying out of, you know, where maybe we should be kind of socially obligated *-2 to spend some time *-4 teaching or something with these kids *t*-3?	###speakera52.###yes.###speakerb53.###that's encouraging.###speakera54.###yes.### and i, and i, i got to *-3 thinking back when i was teaching college chemistry *t*-1,###the people that *t*-2 took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable###and it,###my god, you know, i-,	where	yes	where maybe we should be kind of socially obligated *-2 to spend some time *-4 teaching or something with these kids *t*-3	...what is a place...	...what is every place...	...what is the place...	
119372:73	i mean, i, i have a friend who, if she likes something, isn't sure what size somebody might need *t*-1, *t*-2 will buy it in every color and size and, you know, take everything back again.	###speakera1.###okay.###when they first said the subject *t*-1, my mind went kind of blank.###i thought, gee, i haven't taken anything back for a long time.###speakerb2.###well, i haven't either, uh,### i, i hate *-1 returning things.###speakera3.###yeah.###speakerb4.	what	yes	what size somebody might need *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
59176:18	and they can't imagine why we would want *-1 to have children *t*-2.	###but you come to a place like belton,###and th-,###a lot of the kids here get married *-1 out of high school.###speakera81.###uh-huh.###speakerb82.###it's real small town,###and i-,###and a lot of people in our su-,###we're the only couple *ich*-3 in our sunday school class, except for one other couple, who *t*-1 are in their forties, and they can't have children, who *t*-2 don't have children.	why	yes	why we would want *-1 to have children *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
9920:32	and the people in the city were saying, well why should i go *-1 do that *t*-2.	###but there's no food 0 for them to buy *t*-1,###and it's,###you can't eat money.###speakera9.###and they have, a, a problem, their, their whole attitude, uh,### i, i'm not sure which crop it was *t*-1,###but they had a crop that *t*-1 rotted in the fields because they couldn't get anyone to harvest it.###speakerb10.###yeah.###speakera11.	why	yes	well why should i go *-1 do that *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
146831:53	and then when they come out with the new things *t*-1, you are like, well why didn't you think of that before *t*-2.	###speakerb67.###yeah.###speakera68.###and i want them to have my business.###and i think 0 packaging could be done *-1 much better.###there is so much plastic.###but,###speakerb69.###well i know,###you see some of the stuff	why	no	well why didn't you think of that before *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
60953:11	i forget what that's called *-2 *t*-1 with, you know,	###speakerb76.###uh-huh.###speakera77.### and, and this, and this article said that they've got a real problem that, um, you've got toxins and, and, uh, bacteria in the manure that *t*-1 is *t*-2,###what it's doing *t*-1 is it's going through, uh,###they don't have a very deep, um, o-,###you know, their water, their natural water, uh,###speakerb78.###uh-huh.###speakera79.	what	no	what that's called *-2 *t*-1 with, you know	...what is a thing...	...what is every thing...	...what is the thing...	
20027:83	*-2 even having read the book, and i've read that book probably three times, *-2 watching that movie, i couldn't figure out, what they were talking about *t*-1, at all.	###patrick stewart was in that.###i guess 0 the guy that *t*-1's on the new star trek series was in that thing, uh.###speakerb156.###i don't know,###i just remember 0 sting was in it.###speakera157.###oh, really?.###speakerb158.###yeah,###and if you were trying *-1 to follow any type of, uh, plot, it, it total-,	what	no	what they were talking about *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
13670:104	so, i, i don't, i, i guess 0 we'll have *-1 to see another generation *-2 to see what differences a child being brought *t*-3 up, you know, in a, uh, kind of a, uh, community, rather than a home.	###and i also wonder about the children that *t*-1 are being brought *-2 up in the, uh, uh, day care centers.###speakerb12.###* wonder about them in what way?###speakera13.###well, uh, from what i understand *t*-1 there's been studies that, uh, these children are, uh, more rebellious.###uh, they term it as more, uh, creative.###but, uh, that they, uh, are much more contentious.###speakerb14.###uh-huh.###speakera15.	what	no	what differences a child being brought *t*-3 up, you know, in a, uh, kind of a, uh, community, rather than a home	...what is a thing...	...what is every thing...	...what is the thing...	
91455:40	but. but at least i, can tell them what i think *t*-1,	###not only am, am i re-, reading it *-2 to decide whether or not it should be reviewed *-1, but also, um, because the board of advisers for this, um, journal doesn't have, right now doesn't have a really respected name, um, who *t*-3's a, uh, a scholar on, on music,###speakerb154.###uh-huh.###speakera155.###um, and i'm supposed *-1 to decide whether i think 0 this man might be a worthy person 0 *t*-2 to be a, you know, in that position on the board###so,###speakerb156.###oh, yeah.###speakera157.###i don't know if i want *-1 to take that responsibility or not,	what	no	what i think *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
30638:24	and i don't even remember now what it was called *-1 *t*-2.	###especially when they're in school *t*-1, i think 0 *t*-2 they would get a lot out of it.###speakerb130.###oh, i do too,###i do too.###the on line encyclopedia just sounds wonderful,###you know, that sounds like such a great idea,###you know, it *ich*-1'd be kind of fun * to be able *-2 to play with it.###so. i know, 0 my father had a p c,###and when we were in high school *t*-1 it was always fun.###we could, um, link in,	what	no	what it was called *-1 *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
27034:23	and i asked him, uh, what are you doing *t*-1 with that?	###speakera51.###oh, yeah.###speakerb52.###speakera53.###well, the thing that *t*-1 really did it for me, i was subbing in a fifth grade class###and, uh, this kid comes to school with his lunch box###and inside this lunch box he, he's got easily two, i'd say *rnr*-1 two hundred to two hundred and fifty dollars in one dollar bills.###speakerb54.###um.###speakera55.	what	no	what are you doing *t*-1 with that	...what is a thing...	...what is every thing...	...what is the thing...	
103134:21	oh. i don't know what * to,	###but, uh, solar, of course, would be the clean, the cleanest.###speakera39.###well, i know 0 it's mumblex, um,###speakerb40.###speakera41.###we did have a solar water heater when we lived in houston *t*-1###and, uh, oddly enough i thought 0 our part of the country was ideal.###speakerb42.###i can't hear you at all for all this static.###speakera43.	what	no	what * to	...what is a thing...	...what is every thing...	...what is the thing...	
25261:11	you know what i mean *t*-1.	###yeah.###it *exp*-1's been nice * talking to you.###speakera77.###you, too.###i think 0 that was good.###speakerb78.###okay.###speakera79.###that was the best one.###usually i get distracted off the topic.	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
72852:56	is that okay, is that o-, okay, that those people see what it is that you are buying *t*-1,	###uh-huh.###speakera89.###speakerb90.###uh-huh.###speakera91.###you're not the only one.###speakerb92.###yeah.###speakera93.###so, yo-, uh, you want *-1 to make * sure that, uh,	what	no	what it is that you are buying *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
162816:16	i don't know what they saw *t*-1 in me,	###i don't know why.###something 0 i picked *t*-1 up in a psychology class some time ago.###speakera5.###oh, really?###speakerb6.###yeah,###it's that * the younger 0 they are *t*-2, they tend *-1 to be more conservative for some statistical oddball reason,###and they kind of liked me.###i looked conser-, and all that stuff###and they,	what	no	what they saw *t*-1 in me	...what is a thing...	...what is every thing...	...what is the thing...	
80275:98	oh, i, when i did ride my friend's bike, that one time *t*-1, i had, uh, i don't know what i was trying *-2 to do *t*-3.	###speakerb144.###you slide.###speakera145.###at least maybe some of these mountain bikes you could *?*###but a regular ten speed with those skinny tires, you slide all over the place.###speakerb146.###uh-huh.###speakera147.###speakerb148.###yeah.	what	no	what i was trying *-2 to do *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
64114:21	uh, i don't know how hail is formed *-2 *t*-1 * to tell you the truth.	###right,###right.###i've seen hail, you know,###but usually the size, you know, of, uh, tiny, tiny pebbles.###you know, really small, you know.###but this was, uh, really large.###speakera86.###so it had come, it's a drop of water that *t*-1 had come through quite a few rain clouds apparently.###is that correct?###speakerb87.	how	no	how hail is formed *-2 *t*-1	...what is a way...	...what is every way...	...what is the way...	
1112:41	well, i mean, i, i wonder how people have sex *t*-1, and things like that,	### and which *t*-1 isn't of, always the case in all cultures,###and it wasn't until i was thinking about it just now that i realized 0 that's actually something that *t*-1's culturally relative.###speakerb90.### tha-, that is true.###i haven't thought about that### and, and that it *exp*-2's fascinating * to, to think a lot of someone who *t*-1 doesn't know how *-3 to say private *t*-4.###speakera91.###uh-huh,###uh-huh.###and that's really, um,	how	no	how people have sex *t*-1, and things like that	...what is a way...	...what is every way...	...what is the way...	
74357:139	i think, 0 especially in the younger years you need *-1 to have more of the, the person contact rather than just the fact that your machine being fed *-2 information 0 * to, to learn how * to learn *t*-3 *t*-4.	###speakera82.###huh.###speakerb83.###and, you know, the whole electronic classroom idea.###speakera84.###speakerb85.###i don't know if i i'm in favor yeah, in favor of, yeah,###speakera86.###i don't think 0 that's going *-1 to work.###speakerb87.	how	no	how * to learn *t*-3	...what is a way...	...what is every way...	...what is the way...	
119163:33	that's about the only kind 0 i know how * to do *t*-1 *t*-2.	###i think 0 when they refer to different kinds of fishing *t*-1###i told my husband last night when i had called and they had, told me that this was a topic *t*-1,###i said, well, i can tell them how * to fish with a minnow *t*-1 or how * to fish with a worm *t*-2.###he said, i don't think 0 that's the different kinds of fishing 0 they're talking about *t*-1.###speakerb10.###well, i hope 0 it is *?*,###speakera11.###speakerb12.###there's not a whole lot of different kinds.###speakera13.	how	no	how * to do *t*-1 *t*-2	...what is a way...	...what is every way...	...what is the way...	
29734:16	i don't know how *-1 to explain it *t*-2.	###how were you decorating the baskets *t*-1?###speakera45.###oh, basically bows and lace uh, ribbons.###speakerb46.###um.###speakera47.###um. i really wanted *-1 to do, you know,###so many of them now have the ribbons where, i'm not sure how they do it *t*-1 *t*-2,###but the ribbons, they make them,###they like.	how	no	how *-1 to explain it *t*-2	...what is a way...	...what is every way...	...what is the way...	
95382:33	either just the lucky or the unlucky one, depending on how you look at it *t*-1.	###right.###speakera60.###if,###it's almost like * being selected *-1 for jury duty.###speakerb61.###yeah.###speakera62.###you know, so your name came out of pot when they spun the wheel *t*-1,### that's, that's just the way 0 it is *t*-1.###speakerb63.	how	no	how you look at it *t*-1	...what is a way...	...what is every way...	...what is the way...	
172414:19	i just can't imagine how people did it before *t*-1.	###oh.###speakera37.###and it was a pretty big deal.###speakerb38.###yeah.###it must have been tough.###it's a little bit strange for me.### i, i did my master's thesis, uh, last year###and i did that on a computer###and it seems like,	how	no	how people did it before *t*-1	...what is a way...	...what is every way...	...what is the way...	
154107:34	i don't know how * to how * to describe it *t*-1	### i've had, i had access *ich*-1 in the past to, uh, uh, the a p news wire###and i thought 0 that was that was pretty a pretty good way 0 * to get news *t*-1.###uh, i've never used the dow jones news wire###but, uh,###yeah###it, uh,### do you get any, uh, do you read any news magazines or anything like that for sort of like a broader, like more long term analytical sort of approach?###speakerb18.###uh, well actually not.###uh, i do, uh, follow, uh, uh, uh,	how	no	how * to how * to describe it *t*-1	...what is a way...	...what is every way...	...what is the way...	
115867:25	and i read, you know, how our politicians voted *t*-1 each week in the paper.	###and it *exp*-1's nice * to know 0 something doesn't work or something doesn't exist,###but, it could be put *-1 to more practical use.###speakerb11.###yeah,###and i, i think that, uh, it *ich*-1's a, a tone of our times that politicians, uh, are into themselves more than they are into, you know, *-2 doing something worthwhile for the people 0 they represent *t*-3, which *t*-4 is really unfortunate.###speakera12.###that is true.###i agree with you in that area.###uh, i have a tendency *-1 to,###i'm in, from texas	how	no	how our politicians voted *t*-1 each week	...what is a way...	...what is every way...	...what is the way...	
147680:13	but you know who i mean *t*-1?	###i agree with that.###speakera83.###there's nobody again.###i think 0 they're all scared *-1 out after tha-, after, uh,###oh, what was the lady's name that *t*-1 ran a couple of *t*-2,###fitz-,###i forget her name now.###speakerb84.###oh, i don't know.###speakera85.	who	no	who i mean *t*-1	...who is a person...	...who is every person...	...who is the person...	
