TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
73049:23	so, um, i can see where someone, you know, in a position like that, in a live-in capacity, would definitely be the way 0 * to go *t*-1 if you're, you're lucky enough *-3 to have the financial mumblex 0 * to be able *-2 to do that *t*-4 *t*-5.	###right.###speakerb32.###speakera33.###right.###i do have a friend that, uh, uh,###she and her roommate became live-in care givers###and they loved it.###they had stayed with this family from the time 0 these children were small, you know, four or five years old *t*-1, up until they were well into grade school.###and, uh, she was paid *-1 very well because they, the parents trusted them###and they, you know, had done such a good job.	where	yes	where someone, you know, in a position like that, in a live-in capacity, would definitely be the way 0 * to go *t*-1 if you're, you're lucky enough *-3 to have the financial mumblex 0 * to be able *-2 to do that *t*-4 *t*-5	...what is a place...	...what is every place...	...what is the place...	
59038:40	and if i had a third one, i just don't know where it would come from *t*-1.	###speakera33.###and i mean it's hard with two,###now, we,###uh, my youngest one,###i have two,###i have a son and a daughter,###and my youngest one is going *-1 to be graduating from college soon,###speakerb34.###oh!###speakera35.	where	yes	where it would come from *t*-1	...what is a place...	...what is every place...	...what is the place...	
15753:21	now, i don't know how t e c would handle it *t*-1.	###speakera19.###and so, that kind of, uh,###i don't know if it's been a deterrent or not, because we have, uh, just started *-1 using it oh, for the past year or so.###speakerb20.###uh-huh.###speakera21.###speakerb22.###yeah.###speakera23.###now we've let some people *ich*-1 go, uh, that wa-, we, was found that drugs were used *-2 in *t*-3 their system.	how	yes	how t e c would handle it *t*-1	...what is a way...	...what is every way...	...what is the way...	
2224:28	so you know, i don't know what he would do *t*-1.	###yeah,### that, that's the other financial thing 0 i guess that we've done *t*-1 is with our life insurance is, since i'm at home now is, is * figuring out, uh, what we would need *t*-2 if something happened to my husband, or what he would need *t*-3 if something happened to me,###that's a, a big thing 0 * to think about *t*-1.###speakerb54.###right,###yeah, you know,###if, i would sell the, you know,###if, he, something would happen to him, i wouldn't stay in texas,###i would, uh, sell the house and move back home, you know, to my home town,### and, and, uh, i wouldn't stay here in texas,	what	yes	what he would do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
18834:39	uh, maybe you'll play around some and figure out how they can help you do different things *t*-1.	###okay.###oh, well, it sounds like you're pretty much into computers.###speakerb54.###well, i sure need them.###uh, there's no way that i could begin *-1 to process and keep up with the kinds of information or the magnitude of information that i need *t*-2 *-3 to, to try *-4 to do my job *t*-5 without them.###speakera55.###i can believe that.###well, it's, it's been interesting.###speakerb56.###yes,	how	yes	how they can help you do different things *t*-1	...what is a way...	...what is every way...	...what is the way...	
142132:13	so that is why we you know play over there *t*-1	###and, i don't think 0 a cart damages the turf.###speakerb30.###right.###well, the reason why we play over there *t*-1 is because it's where, since we are a garland resident, they gave us a special deal where you can get, uh, ten rounds of golf for a hundred dollars *t*-2,###yeah,###a hundred dollars###cause it is half price what the normal green fees are *t*-1.###speakera31.###uh-huh.###speakerb32.	why	no	why we you know play over there *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
97054:16	i do not know why god made women brilliant *t*-1.	###uh-huh.###speakerb182.###and so are *t*-1 children.###speakera183.###uh-huh.###speakerb184.###they do not know how *-1 to think for themselves and be responsible, for themselves *t*-2.###speakera185.###uh-huh.###speakerb186.	why	no	why god made women brilliant *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
34493:13	so, if and when we ever get a baby-sitter *t*-1, like we did with silence of the lambs, we go *-2 see it.	###speakerb52.###it's pretty good.###but we take her to just about every movie,###and, she, uh, she does really good.###we've taken her from real young,###and she does real good.###like i said, we don't take her to r --s.###speakera53.###uh-huh.###speakerb54.	when	no	if and when we ever get a baby-sitter *t*-1	...what is a time...	...what is every time...	...what is the time...	
173615:72	i, you know, i'm, i'm not sure, you know, what *t*-1 constitutes a, a technicality.	###speakerb14.###speakera15.###speakerb16.###speakera17.### or whether, uh, an-, and whether the rights of that individual are been, have been, you know, impuned *-1.###uh, but or whether there's just, you know, a policeman has just made a, uh, a, you know, a non, a noncritical error, though be it not the right way 0 * to do it *t*-1### but, but, you know, the, the merits of the case in terms of, you know, 0 the guy was a law breaker, as * being supportive.###speakerb18.###speakera19.###now, i, i'm, a-, a-, at this juncture	what	no	what *t*-1 constitutes a, a technicality	...what is a thing...	...what is every thing...	...what is the thing...	
155550:16	i don't know what i said *t*-1 to him	###and * said something here when i came home and french to somebody *t*-1###and he paled and said, uh, i'm not going *-2 to tell you what you said *t*-1.###so, since then i have refrained from *-1 speaking any french.###speakera55.###speakerb56.###so.###in mumblex.###speakera57.###uh,###speakerb58.	what	no	what i said *t*-1 to him	...what is a thing...	...what is every thing...	...what is the thing...	
76425:40	but, but you have *-1 to say at what point isn't the help becoming negative *t*-2.	###they're both national level swimmers,###speakerb106.###sure.###speakera107.###and where we've been very fortunate,###but, you know, they had *-1 to be held *-2 accountable too.###speakerb108.###right.###speakera109.###i mean, you know, at some point a parent does help their kid, but in, in some ways,	what	no	at what point isn't the help becoming negative *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
99065:57	and, uh, you know, *-1 having gone to the university of minnesota, i know what a big university is like *t*-2.	###speakerb25.###that's correct.###i have two daughters,###but my oldest will be, will be a sophomore.###speakera26.### is, uh, because you live in austin, is she thinking about the university of texas?###speakerb27.###she has her heart set on u t.###speakera28.###speakerb29.	what	no	what a big university is like *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
100629:16	they don't know what *t*-1's going *-2 to happen just out front of their apartment complex.	###it's what *t*-1's wrong with families###and if, if children come to school, yes, *-1 insecure and their mo-, biggest concern is survival both at home,###speakera39.###and society in general.###speakerb40.###speakera41.###right.###speakerb42.###they don't know what * to expect *t*-1 at home.###they don't feel secure there,	what	no	what *t*-1's going *-2 to happen just out front of their apartment complex	...what is a thing...	...what is every thing...	...what is the thing...	
30995:14	* to understand what *t*-1's going on in the second?	###and using makeup and using the all the props and whatever * to get to where he needs *-1 to go *t*-2.###speakerb102.###all the tricks.###speakera103.###speakerb104.###uh-huh.###that sounds like an interesting concept.###speakera105.###but you need *-1 to rent the first one first.###speakerb106.	what	no	what *t*-1's going on in the second	...what is a thing...	...what is every thing...	...what is the thing...	
171806:53	well it *exp*-2 will be fun for you to watch up there anyway to see what *t*-1 happens now 0 you,	###you know, uh, victor kiam owned the, uh, the patriots uh, for a period of a number of years###speakera10.###uh-huh.###speakerb11.###and he always had this, uh, this wonderful quality of c-, * being able *-1 to put his foot in his mouth every time 0 he went * to say something *t*-2###and, uh, they've had some financial problems with the team and so forth.###and it recently was sold *-1 to, uh, some other people###so, hopefully, this ownership can set up new direction and, uh, keep, uh, the patriots in the new england area anyways.###speakera12.###yeah.	what	no	what *t*-1 happens now 0 you	...what is a thing...	...what is every thing...	...what is the thing...	
66406:18	we can find out what *t*-1 really happened and, and base the ver-, sentence on what the person did *t*-2, not on what we're allowed *-3 to let the jury hear *t*-4.	###but rather it's *?* *-5 on the rules of evidence, what can i hide *t*-2 and what do i have *-1 to tell *t*-3.###speakera55.###yeah.###speakerb56.###and i think 0 our courts should be geared *-1 much more strongly *ich*-2 towards *-1 finding out the truth than they currently are *?*.###speakera57.###yeah.###speakerb58.### and, and that way we can be sure, you know,###we can find out the truth,	what	no	what *t*-1 really happened	...what is a thing...	...what is every thing...	...what is the thing...	
