TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
63740:135	i, i wonder about some of the prod-, products that they don't take *t*-1, like some of the plastics and things that they don't take *t*-2. uh, why, why they couldn't do more recycling with those *t*-3.	###but i did exceeding well.###i was surprised.###but i didn't realize that our garbage isn't being decomposed *-1.###that was a shocker to me.###speakera55.###yeah,###well there are a lot of things that *t*-1 aren't *?*,###i'm,###that's, uh, one of the things 0 i wonder about *t*-1,###uh, one of the questions was, do you think 0 more *ich*-2 should be done *-1, or something else.	why	yes	why, why they couldn't do more recycling with those *t*-3	...what is a reason...	...what is every reason...	...what is the reason...	
27427:14	and i forgotten what it was *t*-1 0 you put *t*-2 down, and then you can just paint right over the dark.	###it covered the spots pretty good###but it didn't, * excuse me, it didn't, uh, uh, it just didn't look as smooth as i wanted it to *?*.###speakera17.###well, we did a, uh,###we moved, oh, last august###and we're getting a house,###my house had this dark wood paneling at the end of the den###and we decided,###we went to, i've forgotten, one of the paint stores###and they just said, oh, you can get by,	what	yes	what it was *t*-1 0 you put *t*-2 down, and then you can just paint right over the dark	...what is a thing...	...what is every thing...	...what is the thing...	
59025:17	well it's getting where you can't hardly afford, if you're going *-1 to give your kids any kind of education and stuff you can't hardly afford *-2 to have over two *t*-3.	###speakerb28.###and i think 0 for society for such a long time said, well, you know, you're married,###now you need *-1 to sa-, have, have your family###and i don't think 0 it's been until recently that, that they had decided that two people was a family *t*-1.###speakera29.###right,###right.###speakerb30.###you know and,###speakera31.	where	yes	where you can't hardly afford, if you're going *-1 to give your kids any kind of education and stuff you can't hardly afford *-2 to have over two *t*-3	...what is a place...	...what is every place...	...what is the place...	
28589:33	or i've got my p c configured *-2 to where i can use either printer. the one that *t*-1's on the network or my own *t*-3.	###speakera89.###right.###the copy that you can mumblex *t*-1 with one of those as compared to one of those dot matrix printers.###speakerb90.###yeah.###i've got a little, little, uh, i b m pro printer on my desk,###speakera91.###yeah.###speakerb92.### but, and i can use either the pro printer	where	yes	where i can use either printer. the one that *t*-1's on the network or my own *t*-3	...what is a place...	...what is every place...	...what is the place...	
82698:11	god knows why we hold it on tuesdays *t*-1.	###speakera9.###and foremost, uh, where we compare w-, that we are now doing fifty percent of our, uh, people are voting.###uh, we're probably making a comparison against, uh, some european and, uh, and, uh, uh, s-s-say, newer republics that, uh, that *t*-1 have very high percentages.###speakerb10.###uh-huh.###speakera11.###speakerb12.###uh-huh.###speakera13.###uh, so, uh, one of the reasons, uh, that, uh, o-, one of the reasons that we could get, uh, one of the reasons that it is lower in the united states *t*-1 is that mostly we hold it on tuesdays.	why	no	why we hold it on tuesdays *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
151180:21	and i couldn't figure out why i hadn't been called *-1 yet *t*-2	###so, have you ever served on a jury?###speakera5.###i served,###i was in the air force, and served on a court martial, uh, board *ich*-2 a couple of times, which *t*-1 is very similar to a jury.###a lot of the same rules apply.###have you ever served on one?###speakerb6.###yeah,###i finally served on one last year.###i've, um, been voting for years,	why	no	why i hadn't been called *-1 yet *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
27003:16	it doesn't matter what you do *t*-2.	###speakera37.### exact-, exactly,###speakerb38.###speakera39.###and too, most people don't have that option.###speakerb40.###yeah.###speakera41.###you know. and plus it also depends on the district 0 you're in *t*-1 as, i mean, on the,###i've seen some districts where all the schools are lousy *t*-1	what	no	what you do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
37899:25	and * think what, what's it going *-1 to be like *t*-2 for my, my youngest, an my oldest son, when he goes to school *t*-3.	### we didn't, we didn't even think about it, you know.###speakera61.###no.###and now, you know, what do we have *t*-1 now.###you know, got kids that, mumblex either got a, you know, a magnum gun school,###like good grief.###speakerb62.### r-, right.###speakera63.###i mean, i'd, i'd be afraid *-1 to be in school, i mean *-2 b-, teaching, or even being a student	what	no	what, what's it going *-1 to be like *t*-2 for my, my youngest, an my oldest son, when he goes to school *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
66692:37	i have got *-1 to be so much more careful with what i do *t*-2.	###speakera45.###i make myself do it###and if i do it, okay,###i don't love it,,###but i will do it.###speakerb46.###sure.###speakera47.###uh, it's not anything 0 i would want *-1 to,###but i can really tell the difference, since i have not been able *-1 to walk.	what	no	what i do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
30575:17	instead of * knowing what they want *-1 to say *t*-2 before they eve-, they just, you know, play with it, and, which in a way *-3 is nice * to be able 0 * to do *t*-4,	###speakera107.###that's probably one of the problems and frustrations that it's brought *t*-1 about, because people do feel like, oh well, we can just change it.###speakerb108.###well, we'll try this out and see what it looks like *t*-1.###yeah.###speakera109.###yeah,###* use it as a, just a,###speakerb110.###yeah,	what	no	what they want *-1 to say *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
61922:55	and and it puts me right up-to-date what i'm, what i have *-1 to do *t*-2, what i have *-3 to ship *t*-4, what i should be expecting *t*-5 to be returned *-7.	###speakera89.###uh-huh.###speakerb90.###and they're dated.###so i have *-1 to keep up with them, uh,### and and it *exp*-1's very handy * doing it on the computer.###speakera91.###yeah.###speakerb92.###i just run a printout every week	what	no	what i'm, what i have *-1 to do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
26612:31	they did not specify, you know, exactly what young means *t*-1.	###all right.###speakerb3.###um, i, i understand that it *exp*-2's being proposed *-1 as a requirement, for, uh, young people to be, to go into public service.###speakera4.###uh-huh.###speakerb5.###i think,###speakera6.###yes,### all, all young americans,	what	no	exactly what young means *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
168621:55	but it's, but i think 0 it's relatively unimportant compared to what's the most effective way of, * dealing with crime *t*-1	###yeah.###speakerb34.###but when i've got *-1 to work *-2 to pay my dues and your dues *t*-3 then i don't like you very much anymore.###speakera35.###yeah.###speakerb36.###speakera37.###yeah.###well, i,###the cost is something	what	no	what's the most effective way of, * dealing with crime *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
170825:13	so i know what they've said *t*-1.	###speakera55.###huh.###speakerb56.###so it was, it was not good###and, uh.###speakera1.###do you know anyone that, uh, *t*-1 is, is in a nursing home or has ever been in one?###speakerb2.###no.###but i, my grandparents were looking into it before	what	no	what they've said *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
144432:11	you know what i mean *t*-1?	###speakera27.###uh-huh,###yeah.###speakerb28.###uh, i don't, i'm not sure, uh,###speakera29.###i mean, i,###* go ahead.###speakerb30.###i know, uh, 0 i've always thought more about the disease rather than the der-, research,	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
13992:61	i think that, yeah, i think that we need *-1 to really address what we've done *t*-2 here	###i'm, you know,###speakerb37.###yeah,###uh, i'm not, i'm not so sure that overseas help, * helping overseas would be such a hot idea for, for, uh, a lot of young k-, people.###speakera38.###no,### it, it,###speakerb39.###but, since there is much that *t*-1 needs *-2 to be done *-3 here.###speakera40.	what	no	what we've done *t*-2 here	...what is a thing...	...what is every thing...	...what is the thing...	
23515:55	or do you need somebody to go off for three months and try *-1 to figure out what *t*-3 really happened. you know, a jury like that.	###and we're starting *-1 to stretch the true meaning of, of right to a speedy trial.###speakera17.###yeah,### that's, that's a good idea.###maybe this pre group of people could decide, you know, which kind of, uh, you know, where they could go *t*-1 from there.###do they need a big lengthy twelve person ju-, jury###or do they need a six person jury or, you know, those kinds of things###and the degree of the, of the, you know, the seriousness of it, you know,###how,###is this open and shut, you know, like you were saying,	what	no	what *t*-3 really happened	...what is a thing...	...what is every thing...	...what is the thing...	
93851:22	* trying *-1 to think what else i like *-2 to serve *t*-3.	###but a time consuming place.###speakerb36.###speakera37.###yeah,###right,###right,###so.###speakerb38.###* let's see,###what else do we like *-2 to have *t*-1 for,	what	no	what else i like *-2 to serve *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
74211:36	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	###right.###speakera20.###and then i would provide, uh, use the money that we've paying them *t*-1 *-4 to, uh, provide some special help in training and particularly, uh, mentor teachers 0 *t*-2 to work with the beginning teachers and the teachers who *t*-3 may have been at it a long time but have been making the same mistakes for a long time.###speakerb21.###uh-huh.###speakera22.###speakerb23.###sure.###sure.###speakera24.	what	no	what *t*-2 works	...what is a thing...	...what is every thing...	...what is the thing...	
114731:36	i've heard that people that *t*-1 finally learn how * to use it *t*-2 really like it.	###that's something 0 we want *-1 to learn *t*-2.###speakera61.###yeah,###it's really,###i love lotus.###speakerb62.###oh.###speakera63.###i think 0 that's about my favorite.###speakerb64.	how	no	how * to use it *t*-2	...what is a way...	...what is every way...	...what is the way...	
35018:14	i know exactly how you feel *t*-1.	###speakera38.###that's right.###speakerb39.###it wasn't creative,### it, it was the worst 0 i've seen *t*-1.###i mean, i have not watched prime time, week night t v, i guess 0 *t*-1 in a real long time because i was shocked.###speakera40.###yeah.###speakerb41.###speakera42.	how	no	exactly how you feel *t*-1	...what is a way...	...what is every way...	...what is the way...	
61475:34	i mean, you know, they know exactly how * to get that attention *t*-1, you know,	###oh.###speakera121.###that,###and, uh, most dogs do that.###i mean,###speakerb122.###yeah,###they do.###speakera123.###i don't know any that *t*-1 really don't.	how	no	how * to get that attention *t*-1	...what is a way...	...what is every way...	...what is the way...	
142579:28	now, i asked janice, or somebody recently how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4.	###well, i painted the outside of my house and one bathroom.###speakerb12.###yeah.###speakera13.###but i get, i have that problem with the the ceiling, you know, the, uh, the blown, blown, ceiling. you know where you get around the edge *t*-1.###speakerb14.###oh yeah.###speakera15.###speakerb16.###well, that is hard.	how	no	how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4	...what is a way...	...what is every way...	...what is the way...	
25772:55	any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.	###speakerb118.###speakera119.###yeah,###and it's, you know, it's a game that you don't,###like bowling, you know, you feel bad if you bowl a hundred.###but if you shoot a hundred in golf, you know,###you don't have *-1 to be an expert *-1 to play,###speakerb120.###that's right.###speakera121.	how	no	how * to do it *t*-2	...what is a way...	...what is every way...	...what is the way...	
61746:16	uh, * remember how they started out *-1 running three, four hundred dollars *t*-2.	###speakera23.###yeah,###well, actually one other thing 0 i might ought *-2 to mention *t*-1 is that they are actually getting quite cheap.###speakerb24.###yes,###definitely,###but just like the computers.###speakera25.###uh-huh.###speakerb26.	how	no	how they started out *-1 running three, four hundred dollars *t*-2	...what is a way...	...what is every way...	...what is the way...	
91790:18	i said, well, how is his nephew doing *t*-1.	###yeah.###i wish 0 we'd,###speakerb87.###and it helps 0 you feel a strong sense of belonging.###my husband, on the other hand, was not very close to his family.###his family was very scattered and very diverse.###speakera88.###right.###speakerb89.###and i asked him, i got *-1 to talking to him,	how	no	well, how is his nephew doing *t*-1	...what is a way...	...what is every way...	...what is the way...	
153846:31	and it's just, 0 you never know who *t*-1 is out there.	###and i,###well actually i live in florida,###but i am staying in minneapolis for a year###and you know, both areas are pretty crime ridden right now###speakerb30.###uh-huh.###speakera31.###speakerb32.###right.###speakera33.	who	no	who *t*-1 is out there	...who is a person...	...who is every person...	...who is the person...	
146689:65	we have a pilot program in arlington *ich*-1 *-2 going on i think in the north part of the city where they are have people people separate the garbage as, the trash as they put it out *t*-3.	###speakerb13.###oh i know.###speakera14.###glass### that can not be, it could be recycled *-1,###but there is no place 0 * to,###speakerb15.###there is no really recycling facilities.###speakera16.###no.	where	no	where they are have people people separate the garbage as, the trash as they put it out *t*-3	...what is a place...	...what is every place...	...what is the place...	
45506:29	i have *-1 to be real careful about where i put things *t*-2,	###and,###speakerb106.###yeah,### i wouldn't, i wouldn't dare *-1 have a, a goldfish here because, it would probably be in a small bowl###speakera107.###speakerb108.###and then my cats would knock it over.###speakera109.###yeah.###speakerb110.	where	no	where i put things *t*-2	...what is a place...	...what is every place...	...what is the place...	
40068:33	uh, one game and he'll be playing to where everything 0 he throws *t*-1 up goes in *t*-2	###speakerb106.###speakera107.###uh-huh.###speakerb108.###they say 0 he's starting * to do, starting *-1 to play,###speakera109.### he's, yeah but he's been, yeah, but he's been kind of up and down all year.###speakerb110.###right.###speakera111.	where	no	where everything 0 he throws *t*-1 up goes in *t*-2	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
