TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
175829:11	you knew who *t*-1 was bad.	###i guess 0 the best word would be the atrocities of war.###speakera35.###yeah.###speakerb36.###uh, i mean the other wars seemed like a valiant war.###i mean they seemed like a valiant thing.###speakera37.###yeah.###speakerb38.### you knew, you knew who *t*-1 was good.	who	no	who *t*-1 was bad	...who is a person...	...who is every person...	...who is the person...	
155281:35	but, uh, we're to the point *ich*-1 now where our financial income is enough that we can consider *-2 putting some away for college *t*-3,	###speakerb12.###uh-huh.###speakera13.###we tried a way, try *-1 to put away two and four thousand a year just for that.###speakerb14.###yeah.###well that's pretty good if you can do that.###i know.###i have a daughter who *t*-1's ten###and we haven't really put much away for her college up to this point	where	yes	where our financial income is enough that we can consider *-2 putting some away for college *t*-3	...what is a place...	...what is every place...	...what is the place...	
1121:64	for al-, of the time 0 i've spent *t*-1 there, i still don't quite understand how certain things that i assume 0 *t*-2 and require privacy and require not just that you be alone but actually that you have a sense of privacy *t*-3.	###and that's really, um,###well, i mean, i, i wonder how people have sex *t*-1, and things like that,###speakerb92.###speakera93.###i mean, they a-,,###you go to india###and it's obvious, you know, the results of sex are quite obvious,, as the population goes up an extra hundred million every few years.###um, but i, i just don't quite, um,###there's hope,###i actually	how	no	how certain things that i assume 0 *t*-2 and require privacy and require not just that you be alone but actually that you have a sense of privacy *t*-3	...what is a way...	...what is every way...	...what is the way...	
58911:56	one of my, one of my friends here, he was just talking how he's thinking of *-1 leaving the company and going to dallas *t*-2,	###speakera160.###it's nice over there.###speakerb161.###yeah,###it's sort of funny,###i have people that *t*-1 want *-2 to go to dallas.###speakera162.###oh, really.###speakerb163.###yeah,	how	no	how he's thinking of *-1 leaving the company and going to dallas *t*-2	...what is a way...	...what is every way...	...what is the way...	
64099:20	and i go, gee, how did they form, you know, so perfect like that *t*-1.	###it didn't break anything,###but we went out there afterwards###and there's ice balls the size of marbles all over our lawn.###speakera82.###isn't that strange.###speakerb83.###i know,###i,###you pick them up, you know,###and they're perfectly round.	how	no	gee, how did they form, you know, so perfect like that *t*-1	...what is a way...	...what is every way...	...what is the way...	
84680:69	my ten year old nephew says things that he is aware of *t*-1 that i am just going, michael, how did you hear about that *t*-2 *t*-3?	###speakera184.###oh, god.###speakerb185.###ugh, that is horrible.###how can you even think like that *t*-1?###speakera186.### i-, i-, it is, yeah, isn't it something?### i mean, i, i have a, i am originally from pittsburgh, pennsylvania,###and i have a niece and nephew.###and i just, uh, i mean	how	no	michael, how did you hear about that *t*-2	...what is a way...	...what is every way...	...what is the way...	
98436:74	in this country, and for example with alcohol or with drugs is, we don't seem *-1 to understand how * to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme *t*-2.	###and drunk driving is a good one,###* is that people are well indoctrinated *-1 in their society that drunken driving is unacceptable.###speakerb101.###right.###speakera102.###and, yeah,###if you're going *-1 to drink, and you may drink, you better have your designated driver.###speakerb103.###uh-huh.###speakera104.	how	no	how * to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme *t*-2	...what is a way...	...what is every way...	...what is the way...	
125926:11	* see how it's going *-1 to break or whatever *t*-2.	###that's when i do my worst *t*-1.###i finally get to the green###and i think 0 i'm doing all, all fine###and then,###speakerb26.###just * walking around the hollow and making * sure 0 there's not really,###you know, * checking the ground and, and so forth, you know.###speakera27.###yeah.###speakerb28.	how	no	how it's going *-1 to break or whatever *t*-2	...what is a way...	...what is every way...	...what is the way...	
153560:105	i thought well you know. i don't want it if i don't know how * to oper-, you know, if i don't really know how * to use it *t*-1	###uh-huh.###speakera71.###speakerb72.###* set them off.###speakera73.### and, and, well i mean, you, you basically made it *exp*-1 clear to the person that you know unless he, unless, you know that you are a real danger to them###and then you know if you, if they manage *-1 to get the gun from you, you know their first reaction is going *-2 to be you know, * stop you.###speakerb74.###yeah,###well that's why i ended up *-1 giving it back to him *t*-2.	how	no	how * to use it *t*-1	...what is a way...	...what is every way...	...what is the way...	
3045:29	i, i was wondering why we had somebody from maryland though *t*-1.	###well, actually, i, i work for texas instruments,###and, uh, i'm an a, i'm an environmental engineer,###speakerb106.###oh, i see.###speakera107.###and, uh, they just published this internally, you know, * getting people involved.###speakerb108.###uh-huh.###speakera109.###so, that, that's really strange.	why	no	why we had somebody from maryland though *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
