TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
151664:44	well, you know, i, i can see how they can say in the work place 0 we, you don't want them to smoke *t*-1,	###yeah.###speakerb37.###and also i just think 0 it, it gets a lot,###i'm a big, uh, supporter of personal freedoms and personal privacies,###and i think that it just moves down along a line that, that i really would find *t*-1 bad if, if most people went down that line into *-2 regulating employees' lives outside of work, you know,###there's already talk of people,###well, we're not going *-1 to hire you if you smoke.###speakera38.###mumblex.###speakerb39.	how	yes	how they can say in the work place 0 we, you don't want them to smoke *t*-1	...what is a way...	...what is every way...	...what is the way...	
95706:22	well, then you never know how they will,	###speakera73.###i mean, she has everything planned *-1 so closely, that if, something goes wrong, it just throws her for a loop.###speakerb74.###uh-huh.###speakera75.###speakerb76.###uh-huh.###speakera77.###speakerb78.###yeah.	how	yes	how they will	...what is a way...	...what is every way...	...what is the way...	
9582:7	see what we can come up with *t*-1.	###uh-huh.###speakera27.###so he, he does all kinds of strange things like that.###speakerb28.###oh, great.###boeing ought *-1 to hire him and give him a junkyard, and see if he could build a seven forty-seven out of it.###speakera29.###yeah.###speakerb30.###speakera31.	what	yes	what we can come up with *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
167908:50	so i guess 0 i can't really i can't say what it *exp*-2 would be like *t*-1 * to, uh, grow up in a really oppressed region.	###but these people obviously weren't *?*.###speakerb38.###that's hard 0 for me to say *t*-1 since i didn't, i didn't really grow,###speakera39.###speakerb40.###well when i went to elementary school *t*-1 it, it wasn't in a great area###but i still, i mean, i learned * to read, started *-1 learning *-2 to read when i was in kindergarten *t*-3, you know.###speakera41.###yeah.###speakerb42.	what	yes	what it *exp*-2 would be like *t*-1 * to, uh, grow up in a really oppressed region	...what is a thing...	...what is every thing...	...what is the thing...	
18835:114	i think 0 that's when you, you start *-1 deciding that you really need greater assets than you already have *?* *t*-2. when you start *-3 seeing what all they can do *t*-1 for you *t*-2.	###oh, well, it sounds like you're pretty much into computers.###speakerb54.###well, i sure need them.###uh, there's no way that i could begin *-1 to process and keep up with the kinds of information or the magnitude of information that i need *t*-2 *-3 to, to try *-4 to do my job *t*-5 without them.###speakera55.###i can believe that.###well, it's, it's been interesting.###speakerb56.###yes,###uh, maybe you'll play around some and figure out how they can help you do different things *t*-1.	what	yes	what all they can do *t*-1 for you	...what is a thing...	...what is every thing...	...what is the thing...	
13656:19	uh, i have wondered why they allowed, or let, you know, both the father and mother go *t*-1, uh,	###uh-huh.###speakerb8.###and i guess 0 that's a significant change that i've both participated in *t*-1 an-, and noticed *t*-1.###speakera9.###i agree, uh,###the equality of, uh, the roles *ich*-1 now between the sexes, i guess 0 *t*-3 has been dramatically demonstrated *-2 with this war, especially compared with, uh, the vietnam war###and you see women *ich*-1 going off to wars as well as men.###speakerb10.###uh-huh.###speakera11.	why	no	why they allowed, or let, you know, both the father and mother go *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
116682:37	and now when i watch them *t*-1, i think, why did i ever watch those *t*-2?	###and i usually have kids around so i don't end, end up *-1 watching that one is the only problem 0 i have *t*-2 with it, i guess 0 *t*-3.###speakerb52.###oh.###speakera53.###speakerb54.###i did watch soap operas,###but i work full-time now and can't catch those anymore. except when i'm home *-1 sick *t*-2,###speakera55.###yeah.###speakerb56.	why	no	why did i ever watch those *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
147026:20	we often laugh about even when it turns chilly *t*-1.	###speakerb50.###but of course, here we wear a light weight jacket a lot you know, you know,###speakera51.###oh, that's nice.###speakerb52.###and, uh, that's very seldom### we, it depends upon our winter.###we have a few days 0 you might wear a coat, winter coat, *t*-1 you know,###but most of the time you can wear a sweater###and we just don't wear coats much.	when	no	even when it turns chilly *t*-1	...what is a time...	...what is every time...	...what is the time...	
155940:11	you know what i mean *t*-1?	###generally, i don't think 0 they are *?*.###uh, my, my personal opinion is that, uh, the politicians are out for their own good because they, they're entrenched.###speakera3.###uh-huh.###speakerb4.###they don't ever have *-1 to go out and get a real job.###they just stay in their current job,###speakera5.###uh-huh.###speakerb6.	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
90819:101	an, and, i mean, * choosing from my experience, you know, i thought, you know, 0 my, i know what i want *t*-2 a lot more than my parents know what i want *t*-1.	###yeah.###speakerb20.###well, you know, the thing is, 0 when you're a kid *t*-2###and the kid at that age, especially if they're going into undergraduate, it seems like they think 0 they know what they want *t*-1.###speakera21.###uh-huh.###speakerb22.###speakera23.###yeah.###speakerb24.	what	no	what i want *t*-2 a lot more than my parents know what i want *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
175362:26	yo-, you know what i'm saying *t*-1?	###right.###speakera39.###and i understand that the jails are full of people, you know, uh and that they have *-1 to do something.###speakerb40.###right.###speakera41.###but, i think that the reason 0 they are full *t*-1 is because they know that they can get away with it.###speakerb42.###huh.###speakera43.	what	no	what i'm saying *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
