TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
57972:53	and he did pull out before it got any further than that where, where it would have turned into more of a police action. uh, or more of a political action i guess, *t*-2 you getting into their governmental affairs which you really can't do *t*-1 as, as another country.	### but, but i think 0 somewhere that got lost *-1. you know, in the long term effects of the, of the war###speakerb36.###yeah,###yeah.###speakera37.###and,###speakerb38.### we-, you have *-1 to, i-, you know, you have *-2 to give bush a lot of credit for### he, he said that's what we were going there *-3 to do *t*-1###and he did what, what he said *t*-1	where	yes	where, where it would have turned into more of a police action. uh, or more of a political action i guess, *t*-2 you getting into their governmental affairs which you really can't do *t*-1 as, as another country	...what is a place...	...what is every place...	...what is the place...	
90388:52	the, in fact, they've had cases *ich*-1 in the past where parents have committed suicide because their child has not gotten into the top kindergarten, which *t*-2 means 0 they probably won't get into the top elementary and, and high school *t*-3,	###speakerb107.###you're right.###speakera108.###and i have a problem when they compare the kids in japan or germany to the kids here *t*-1.### in, in, in, uh, ho-, honesty, the kids in japan are, they have *-1 to try out *-3 to even get into, to which kindergarten they're going *-2 to get into *t*-4,###speakerb109.###oh, really?###speakera110.###and then after, uh,###and if, if you only,	where	yes	where parents have committed suicide because their child has not gotten into the top kindergarten, which *t*-2 means 0 they probably won't get into the top elementary and, and high school *t*-3	...what is a place...	...what is every place...	...what is the place...	
72355:16	i don't know what you would call it *t*-1,	###speakera67.###yeah.###speakerb68.###that's why### i, i don't know### i'm, i'm kind of a nut when it comes to stuff like that *t*-1.###even if i'm, uh, doing something like an afghan, if i'm close to the end, sometimes i'll, do the same thing.###speakera69.###uh-huh.###speakerb70.	what	yes	what you would call it *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
225:95	i mean, i, i, i di-, i don't know how i would, how i would deal *t*-1 if one of my parents came with, with alzheimer's. or something like, that which *t*-2 is, which *t*-3 is far more devastating.	###um, i, i, i think 0 it would be,###it was more of a relief for her.###speakerb90.###uh-huh.###speakera91.###speakerb92.###sure.###speakera93.###and, um,###i mean, but she was truly, she was truly aware.	how	yes	how i would, how i would deal *t*-1 if one of my parents came with, with alzheimer's. or something like, that which *t*-2 is, which *t*-3 is far more devastating	...what is a way...	...what is every way...	...what is the way...	
114225:44	well, i think 0 they get the new z-bart stuff and everything to where you can, um,	###well, rust and the, and the body too,###huh?###speakera57.###yeah,###i haven't had a big problem with that though.###speakerb58.###uh-huh.###speakera59.###so i've been pretty lucky there.###speakerb60.	where	yes	where you can, um	...what is a place...	...what is every place...	...what is the place...	
148174:24	kind of away from the crowd is why we chose that one *t*-1.	###speakera23.###oh.###speakerb24.###speakera25.###oh.###speakerb26.###we haven't been there before.###speakera27.###um, that sounds nice.###speakerb28.	why	no	why we chose that one *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
107470:16	i don't know why we are so complacent *t*-1,	###well,###speakerb18.###uh, and, and i'm not sure how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3.###speakera19.### i'm, i'm not sur-,###the only thing is 0 if they don't vote, they have no right * to complain.###speakerb20.###absolutely.###speakera21.###it is, um,	why	no	why we are so complacent *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
82999:58	but th-, but, you know, everything is relative to when, uh, eh, w-w-, you know, we had higher turnouts *t*-1 because at that time we cur-, talk about the turnout relative to the eligible voter, right?	###oh, really?###speakera129.###speakerb130.###speakera131.###speakerb132.###yeah.###speakera133.###speakerb134.###huh.###speakera135.	when	no	when, uh, eh, w-w-, you know, we had higher turnouts *t*-1	...what is a time...	...what is every time...	...what is the time...	
66107:83	that's something 0 i never thought about *-4 getting, you know, checking with *t*-2 *-3 to see what, what your credit report looked like *t*-1.	###speakera94.###right.###speakerb95.###that's scary.###speakera96.###speakerb97.###speakera98.###a-, a-,###and, anyway, we need *-1 to watch our credit reports and all that kind of,###speakerb99.	what	no	what, what your credit report looked like *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
78660:21	they kind of say, well what do you want me to believe *t*-1.	###huh-uh.###speakerb80.###yeah,###it's really hard too,###because before they used *-1 to have, um, a lot of,###it seems like the stuff that they put *t*-1 out now, it, i mean, i, doesn't just seem like it,###i know for a fact that the, any kind of stuff that if you, wrote and asked for material,###well what do you believe in *t*-1,###what do you believe in *t*-1,###they don't take any stands on anything.	what	no	, well what do you want me to believe *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
