TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
64582:102	if, you know, like when the doors movie came out *t*-1, you know, doors was really on the radio *ich*-3 there, you know. where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore *t*-2,	###and they don't, you know.###speakerb52.###oldies or what?###speakera53.###yeah,###mostly oldies.###speakerb54.###yeah.###speakera55.###but classic rock, you know, with,	where	yes	where, you know, you'd hear was-, one or two of their more famous songs, maybe top forty in baltimore *t*-2	...what is a place...	...what is every place...	...what is the place...	
139943:42	well, um, my parents' house is like three miles south of where the mason-dixon line would have hit the ohio river *t*-1 had it continued that far.	###speakerb66.###well, that's, yeah, that's interesting.###so it's really up north in the country, really, mumblex.###speakera67.###yeah,###speakerb68.###i guess so.###speakera69.###yeah.###it's,	where	yes	where the mason-dixon line would have hit the ohio river *t*-1 had it continued that far	...what is a place...	...what is every place...	...what is the place...	
29132:73	they're more serious about what the salary should be *t*-1 for senators than they are *?* for what, how the level of education should be *t*-2 for children.	###speakera4.###uh-huh.###speakerb5.###speakera6.###right.###speakerb7.###so, uh, i mean, when you, when you take, uh, uh, professionals and put them in situations, 0 they have *-1 to make decisions based * on money 0 * to fund public education *t*-3 *t*-2 *t*-4,###and they can't get their finger out of their ear long enough * to, to get that major subject in line,###something's wrong.###so, i think here in texas mainly that the, the, they're not serious,	how	yes	what, how the level of education should be *t*-2 for children	...what is a way...	...what is every way...	...what is the way...	
31019:97	and they just change the title and, uh, and reshot a few parts, you know, where they, yeah, you know, where they could *?* *t*-1.	###speakera113.### i mean, hollywood, i mean they were doing their dealings with that before they even got over there, i think 0 *t*-1.###speakerb114.###yeah.###well, they had some,###in some of those, you know, they, i guess they retitled some movies that *t*-1 were going *-2 to be about lebanese and, and, you know, and, and americans###speakera115.###uh-huh.###speakerb116.###and they decide, oh, * make it iraqis and americans, you know,	where	yes	where they, yeah, you know, where they could *?* *t*-1	...what is a place...	...what is every place...	...what is the place...	
174405:19	i'm not really sure how we could change the legal system *-1 to make it better *t*-2.	###i haven't *?* either other than,###speakerb88.###but, uh, that friend of mine's telling me that i might have *-1 to go in for, uh, as a witness.###he may subpoena me.###speakera89.###speakerb90.###so we'll see what *t*-1 happens.###but, uh,###speakera91.###yeah.	how	yes	how we could change the legal system *-1 to make it better *t*-2	...what is a way...	...what is every way...	...what is the way...	
35455:94	but i just, i kind of worry about *-2 getting a car that *t*-1's that new with low mileage on it because you wonder why did the person that *t*-3 owned it want *-4 to get rid *-5 of it *t*-6.	###speakera51.###right.###that's what i'm thinking about *t*-1 on my next car is do i want *-2 to get another brand new car because last two cars are brand new###speakerb52.###uh-huh.###speakera53.###or do i look for a used car that *t*-1's maybe two, three years old that but that *t*-2's, you know, low mileage and in good shape.###speakerb54.###yeah.###speakera55.	why	no	why did the person that *t*-3 owned it want *-4 to get rid *-5 of it *t*-6	...what is a reason...	...what is every reason...	...what is the reason...	
43156:16	hm, i wonder why it does *t*-1?	###uh, i found one thing that, *t*-1 it's kind of a weird thing 0 * to say * to put *t*-2 out on the lawn,###but, every time 0 i've done it *t*-1, it's got-, it, it drives the fleas completely out of the area.###speakera41.###speakerb42.###speakera43.###what?###speakerb44.###powdered sulphur.###speakera45.###oh, really?	why	no	why it does *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
21393:64	and, you know, you kind of, you're wondering, you know, well when did this happen *t*-1?	###speakerb58.###and i think 0 that's what i didn't like *t*-1.###speakera59.### and, and, and even, even at the beginning dede and, and hunter would decide that one of them would go *-1 do this, while the other one would do, would go this,###but, uh, it seemed like it was almost two different organizations you know,###speakerb60.###uh-huh.###speakera61.###like hunter was the boss,###and this other girl was not *?*,	when	no	well when did this happen *t*-1	...what is a time...	...what is every time...	...what is the time...	
80925:99	we were just, when, when the topic came up *t*-1, we, i was asking my husband right quick, what's the last movies 0 we saw *t*-2 *t*-3.	###it was *?*,###it was actually better than the first one, i thought 0 *t*-1.###speakera17.###good.###speakerb18.###what's the last movie 0 you saw *t*-1 *t*-2?###speakera19.###ghost.###speakerb20.###oh	what	no	what's the last movies 0 we saw *t*-2 *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
94048:16	i don't know what you call it *t*-1.	###right.###well, i guess 0 that's probably all 0 we need *-1 to do *t*-2 for tonight.###speakerb106.###yeah,### i, i can't think of any other specific things 0 i like *-1 to serve *t*-2.###um,###speakera107.###i always like dessert.###speakerb108.###one salad that we always like *t*-1, my sister-in-law always brings *t*-1 to family dinners, is a,	what	no	what you call it *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
