TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
125891:14	i've got where now i can hit it in, in the air some of the time *t*-1.	###so.###speakerb18.###* to get me they, they say 0 i hit worm burners because i, i can't hit it up in the air.###speakera19.###yeah.###speakerb20.###so i'm pretty bad###but i, i, i get great distance *-1 hitting it, you know, mumblex across the ground,###and if it's going over water or something one of them have *-1 to take the shot for me because i'm,###but i'm getting better.	where	yes	where now i can hit it in, in the air some of the time *t*-1	...what is a place...	...what is every place...	...what is the place...	
153958:24	just like i'm not real sure why anybody would need a full automatic weapon *t*-1.	###you could go through the black market like you say.###you know, you always be able *-1 to get around###but, uh,###speakerb72.###sure.###speakera73.###yeah,###it's one of things###but, uh, i don't know.### i guess, i guess 0 some forms of guns should probably be controlled *-1	why	yes	why anybody would need a full automatic weapon *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
48252:70	i guess 0 i would tend myself *-1 to be more towards the, the, like three, where i don't think 0 you should necessarily ban guns any, by any means *t*-2,	###i mean it's,###speakera11.###huh.###speakerb12.### i, i shouldn't say 0 i don't know if it was any worse,###but it certainly didn't get any better.###speakera13.###uh-huh.###i usually just,###i'm trying *-1 to think of,	where	yes	where i don't think 0 you should necessarily ban guns any, by any means *t*-2	...what is a place...	...what is every place...	...what is the place...	
65462:55	but i park for free up at, at memorial stadium because i know where i can do it for free *t*-1.	###speakera133.###yeah,###it'll go up.###and, if it opens.###it's, uh, something 0 we're really irritated about *t*-1 around here. or some people are really irritated about *t*-1.### they're, they're building this new sta-, they built the new stadium downtown.###and they're saying how there's going *-1 to be a lot more parking for the stadium *t*-2.###speakerb134.###uh-huh.###speakera135.	where	yes	where i can do it for free *t*-1	...what is a place...	...what is every place...	...what is the place...	
7056:36	it's like, i'd like *-1 to know where they determine *t*-2 that i'm such a good credit risk that they can go and say, you get this much credit line. you know.	###uh-huh.###speakerb65.###speakera66.###right.###speakerb67.###because i,###speakera68.###well, i think 0 that's the only thing 0 you can do *t*-1, is just * say no and mean no and, not be tempted *-2.###speakerb69.###yeah.	where	yes	where they determine *t*-2 that i'm such a good credit risk that they can go and say, you get this much credit line	...what is a place...	...what is every place...	...what is the place...	
54495:19	and we're like well why don't we go *-1 see this now *t*-2,	###speakera24.###oh, i, i def-,###we saw part of the african queen on, on t v a couple of years ago,###speakerb25.###yeah,###that was good,###yeah.###speakera26.###and i've, i've alwa-, i've been wanting *-1 to see all of it###but we just, you know, we walk into the video store	why	no	well why don't we go *-1 see this now *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
148072:34	or they will kno-, find out when they're performing *t*-1,	### and, and they actually have them perform the music,###and they record it.###speakera65.###so, they're actually commissioned performances.###speakerb66.###sure.###a lot of them are *?*.###speakera67.###uh-huh.###speakerb68.	when	no	when they're performing *t*-1	...what is a time...	...what is every time...	...what is the time...	
122582:11	i know what you mean *t*-1.	###speakerb26.###yeah,###and i-, inevitably one facet of my game isn't working at one time or another.###either i'm not driving very well###or i'm not hitting long irons very well###or i'm not putting well### or, but sometimes it all comes together.###speakera27.###yeah.###yeah,	what	no	what you mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
58146:21	and i don't even know what they're doing *t*-1 for themselves. you know.	###speakerb100.###i mean they're not helping anybody.### that's the, that's the whole point,###speakera101.### th-, not.###speakerb102.###they're not doing anything for anybody except themselves.###speakera103.###that's true.###speakerb104.	what	no	what they're doing *t*-1 for themselves	...what is a thing...	...what is every thing...	...what is the thing...	
83858:21	well, i do not know what i have called them *t*-1.	###speakera79.###oh, they come in all different colors.###the blooms 0 *t*-1 are, on some of them is yellow, purple, white. just all different colors.###speakerb80.###and you only get one of them?###speakera81.###well, i mean, per bulb.###you get one big flower that *t*-1 looks like a lily.###i do not know what they are called *-1 *t*-2.###i have always called them,	what	no	what i have called them *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
102730:16	you know right away what you want *t*-1.	###speakera37.###uh-huh.###speakerb38.###and, my husband really likes their ribs.###so it's hysterical.###we go in###and we sit there for an hour *-1 waiting *-2 to get in###and then we get there###and we don't even look at the menu.###speakera39.	what	no	what you want *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
