TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
159024:38	well maybe, maybe you can figure out how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4.	###or is it more, um, applied physics?###speakera85.###um, i haven't, i haven't gotten too terribly much into my major yet.###actually, um, the, the degree 0 i'm getting *t*-1 is physics.###there's a different one for applied physics###so i guess 0 you could call it more *ich*-1 straight stuff than applied.###speakerb86.###okay.###speakera87.###speakerb88.	how	yes	how we can stop this inertia that *t*-1's, mumblex come *-3 rolling towards, whatever it's rolling toward *t*-2 *t*-4	...what is a way...	...what is every way...	...what is the way...	
147341:32	and some of them are limited care *ich*-2 too where people can do, uh,	###that way,###i want *-1 to see the nursing home. if i have *-2 to put him into one.###you know, where i can go *-2 see it *t*-1.### i, i'd be very uncomfortable with him being in colorado.###and,###speakerb26.###oh, why yeah.###i am sure 0 you have got some really good nursing homes around dallas.###speakera27.###yes.	where	yes	where people can do, uh	...what is a place...	...what is every place...	...what is the place...	
31358:22	because i can't really see why anyone, um, who *t*-1 has nothing 0 * to hide *t*-2 would object *t*-3.	###okay.###so, uh, what do you think *t*-1 about it?###speakerb2.###well, um, i guess 0 i, i'm more concerned about public safety than i am *?* about the, um, the concern for the private, uh, the idea of, * preserving privacy for, the individual, um,###speakera3.###privacy.###speakerb4.###speakera5.###right.###speakerb6.	why	yes	why anyone, um, who *t*-1 has nothing 0 * to hide *t*-2 would object *t*-3	...what is a reason...	...what is every reason...	...what is the reason...	
7584:95	and they're the ones that, uh, you know, *t*-1 really know what *t*-2's going on, have the experience and seen, you know, how politicians can, you know, screwup *t*-3 or what ever.	###they'll just say, oh, well, you know, the republicans have this election###we'll see you in four years.###speakera50.###right.###yeah.###speakerb51.###mumblex * hope some of the local,###well that's what they, they keep *-3 saying *t*-1 that it seems like people with old-fashioned values are the ones that *t*-2 aren't turning out at the, at the booths,### they, they say that these older voters that, uh, you know, they, they feel like the kids are running the, the country###so they, they don't come out, turn out *-1 to vote	how	yes	how politicians can, you know, screwup *t*-3 or what ever	...what is a way...	...what is every way...	...what is the way...	
66529:16	you, never know when they're going *-1 to turn or hurt the next person *t*-2 because it *exp*-3 doesn't really matter to them whether someone else gets hurt *-4 or not.	###i mean, ye-,###i can handle people, people selling drugs, you know,### it's, it's wrong,###but it, it's not worth somebody getting executed *-1 for *?*.###but we hear so much about the violence and how it *exp*-1's not safe * to walk the streets because somebody, you know, these random drive by shootings and that sort of thing.###speakera99.###uh-huh.###speakerb100.###and the people 0 i'd most likely want *-1 to sentence *t*-2 to death are the people that *t*-3 just show a really low regard for human life.###that, you know,	when	no	when they're going *-1 to turn or hurt the next person *t*-2	...what is a time...	...what is every time...	...what is the time...	
98944:30	and, of course, the kids say, then why * bother *t*-2,	###well, it *exp*-2's certainly cheaper and easier in the long run, i think, that you don't have *-1 to be concerned about your wardrobe.###speakera103.###uh-huh.###well i, i think 0 it would make a difference at school.### i, i don't think 0 we should be spending time *-1 saying 0 somebody's wearing torn clothing or wearing sh-, too shorts, too short###or they've got the really short skirt and the black nylons and the high, you know,###i mean it *exp*-1's a lot of trouble * to, to take care of that.###speakerb104.###uh-huh.###speakera105.	why	no	then why * bother *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
92049:90	i mean, there there's a little bit, because there's some of those english words that you just don't exactly know what they mean *t*-1 *t*-2,	###i was a, student there and spent, um, a semester *-1 studying abroad in london.###speakerb67.###uh-huh.###speakera68.###speakerb69.###uh-huh.###speakera70.###and that was a great time, because it's so, that's such a neat place###and it's, there's not a language barrier###so you don't,	what	no	what they mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
121906:18	but i don't know what *-1 to do *t*-2 *-3 to stop it.	###speakerb12.###definitely.###speakera13.###and i am trying *-1 to get a few things done *-2###and i can't do anything but 0 *-1 answer the telephone.###speakerb14.###right.###speakera15.###some evenings are worse than others,###but i wish 0 i could put a stop to it,	what	no	what *-1 to do *t*-2 *-3 to stop it	...what is a thing...	...what is every thing...	...what is the thing...	
26740:63	i'm not even really sure *ich*-2 at this point in time, you know, what, what programs *t*-1 are out there.	###speakerb59.###but i, i think 0 it can't be something that *t*-1's mandatory.###speakera60.###yeah.###yeah.###speakerb61.###it has *-1 to be something that *t*-2's voluntary. you know, which *t*-3 is pretty much the way 0 it is *t*-4 now.###they might,###speakera62.###that's right.	what	no	what, what programs *t*-1 are out there	...what is a thing...	...what is every thing...	...what is the thing...	
35127:64	and if they saw us watching the, something, they'd say, all right, what did you see *t*-2 on what *t*-1's new,	###stuff i guess *t*-2 that *t*-1 mostly public, on public t v.###speakera82.###right.###speakerb83.###as a matter of fact, you know when i was a kid *t*-1, * excuse me, my parents used *-2 to have,###we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.###speakera84.###now there's an idea.###speakerb85.###that was just the rule.	what	no	all right, what did you see *t*-2 on what *t*-1's new	...what is a thing...	...what is every thing...	...what is the thing...	
