TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
169912:14	i can see where it could become a problem *t*-1.	###yeah.###speakera39.###you can't go around *-1 testing everybody for everything.###speakerb40.###yeah.###speakera41.###so, i don't know.###and i, i think 0 it could be used *-1 *-2 to hassle somebody.###if someone was out *-1 to get you, i think that a company or a boss could use this.###you know, they could keep on *-1 doing this to you or something, i guess 0 *t*-2.	where	yes	where it could become a problem *t*-1	...what is a place...	...what is every place...	...what is the place...	
75054:73	but ten years ago, uh, i don't know. i'd say, like *rnr*-1 in the nineteen seventies you remember how *t*-2 kids would walk around with a m, what do you call those *t*-3, little a m radios *t*-4	###speakera41.###* wasn't the decline so much.###i think 0 they just said the changes in, uh, social, social changes in the united states.###speakerb42.###yeah.###speakera43.###how was life different ten, twenty, or thirty years ago *t*-1.###so,###speakerb44.###well, i can't really remember back that far,	how	yes	how *t*-2 kids would walk around with a m, what do you call those *t*-3, little a m radios *t*-4	...what is a way...	...what is every way...	...what is the way...	
68864:21	well, i don't know what our next trip will be *t*-1,	###speakerb138.###uh-huh.###speakera139.### she, uh, she had this, uh, book of pictures from it that *t*-1 were really nice, kind of like a travel guide###speakerb140.###uh-huh,###* sounds good.###speakera141.###so, uh, that should be a lot of fun.###speakerb142.	what	yes	what our next trip will be *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
147817:18	and i don't know why anybody would want *-1 to get under that scrutiny anymore *t*-2.	###yeah,###they say 0 you, get the government 0 you deserve *t*-1.###speakera31.###and it,###speakerb32.###speakera33.###if they tell us the truth, we don't elect them and, especially with all this fron-, co-, stuff *ich*-1 coming up here lately about people's past,###speakerb34.###uh-huh.###speakera35.	why	yes	why anybody would want *-1 to get under that scrutiny anymore *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
59469:61	i mean, i certainly feel that if, if, we may disagree on when someone should own a fire arm *t*-1	###uh-huh.###uh-huh.###well, we can could be,###speakerb46.###i said 0 the restrictions 0 i would like *-1 to see *t*-2 on, for anybody, whether it being for handgun, a rifle, a shotgun,###i would like *-1 to see them go through either,###i'd like *-1 to see a law enforcement agency, not n r a,###but whether it be the, your state police or your county police for you to be able purchase a handgun. you got *-1 to go through their course and get certified *-2 that you know how * to properly handle the weapon *t*-1, how * to safely handle the weapon *t*-3, how * to properly maintain it *t*-4, the three basics.###speakera47.###well, that makes a lot of since to me.	when	yes	when someone should own a fire arm *t*-1	...what is a time...	...what is every time...	...what is the time...	
156057:16	i don't see why it makes a big difference the c i a *t*-1 because, you know, officially they don't do, they don't have any operations within the united states other than administrative.	###and, uh, you know, it, it's a, i think 0 it *exp*-1's a mistake * to move large agencies like that###speakera45.###uh-huh.###speakerb46.###or is it the f b i.###i don't remember,###but i think 0 there's,###speakera47.###well, i mean, l-,###t-,	why	no	why it makes a big difference the c i a *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
18673:73	and, you know, we're trying *-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that,	###so that's all 0 they work on *t*-1.###just a leafy,###they don't do anything.###speakerb156.###uh-huh.###yeah,###that's something 0 i've been, uh, been *-1 looking around and noticed *t*-2 0 all the flowering trees and stuff are, at this time of the year###speakera157.###uh-huh.###speakerb158.	what	no	what, what * to, what *-2 to put *t*-3 on one side of the house and things like that	...what is a thing...	...what is every thing...	...what is the thing...	
54334:100	th-, they, i don't know, they, it, schwartz-, schwartzkopf knew what *t*-1 had *-2 to be done *-3	###yeah.###speakerb61.###so they were, they were playing it * very safe,###but, you know, it,### an ounce###what do they say *t*-1,###an ounce of hind sight is worth, whatever.###speakera62.###yeah.###speakerb63.	what	no	what *t*-1 had *-2 to be done *-3	...what is a thing...	...what is every thing...	...what is the thing...	
150868:32	but other than that, you really don't know what *t*-1's going on.	###speakera35.###right.###speakerb36.###speakera37.###right.###and the news, too, it just doesn't, um, cover that many stories,###i mean, it just covers your basic, you know, violent crimes and, you know, and, and your ca-, catastrophes with weather and stuff,###speakerb38.###yeah.###speakera39.	what	no	what *t*-1's going on	...what is a thing...	...what is every thing...	...what is the thing...	
156663:103	and i always check them off and, you know, check my balance and my book and, you know, because i always want *-1 to know exactly what i have *t*-2, you know.	###yeah.###speakerb82.###do you do that?###speakera83.###we have the same thing.###speakerb84.###you do too?###speakera85.###yeah.###speakerb86.	what	no	what i have *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
