TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
50691:21	but i don't quite see how they'd make it work *t*-1.	###i haven't heard of it, anything too much about it.###um,###speakera3.###well, i think 0 it was, uh, thought *-1 up when there was so much controversy about * reviving a draft *t*-2###and people said, well, they, uh, young people who *t*-1 were drafted *-2 have *-3 to provide military service to the country,###but there are an awful lot of young people who *t*-1 would benefit from, um, some sort of public service, like the conservation corps back in the thirties or, uh, various other things of that sort.###speakerb4.###uh-huh.###speakera5.###and it seems to me that it's, it's not a totally bad idea,	how	yes	how they'd make it work *t*-1	...what is a way...	...what is every way...	...what is the way...	
109981:20	so, i don't know how you could have a full time job and ever have any vacation time 0 * to do anything besides * go to the doctor *t*-1 *t*-2.	###well, and i think 0 a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,###and i think 0 that's really important that, that they do that###speakera51.###yeah.###speakerb52.###and they realize 0 there's a need for that,###and, um, i don't know,###i found 0 when i did do some work *t*-1 when my son was young *t*-2, it was like contract work,###and it wasn't where i had *-1 to be there every day *t*-2,###but, i mean, we were going to the doctor once a week,	how	yes	how you could have a full time job and ever have any vacation time 0 * to do anything besides * go to the doctor *t*-1 *t*-2	...what is a way...	...what is every way...	...what is the way...	
145183:37	you know, once a day this overlap *ich*-1 happens where we can't, one of us be home *t*-2.	###speakera29.###it will be forty hour week, not, no, eight to five type of thing.###speakerb30.###yeah.###speakera31.###so, depending on what my class schedule looks like *t*-1, he may spend four, si-, anywhere from four *rnr*-2 to eight *rnr*-2 hours a day in child care at that point.###right now we're trying *-1 to avoid it,###but we just, as a matter of fact just yesterday hired a, a girl *-1 to, uh, watch him.###uh, i get out of class at certain time###and my wife is already supposed *-1 to be on her way to her class.	where	yes	where we can't, one of us be home *t*-2	...what is a place...	...what is every place...	...what is the place...	
37594:57	if you had *-1 to, if you had *-2 to bet on who *t*-3 would be in the world series, i mean it would be really tough.	###you know what i think 0 *t*-1 is remarkable is, uh,###it seems that what you really need *-1 to do *t*-2 *-3 to win though, is * to have a team that *t*-4 has reasonable talent and has some people that *t*-5 have, have, have real breakthrough years.###speakera59.###exactly,###yeah.###speakerb60.### and, and the question is how do you forecast that *t*-1,###speakera61.###you can't *?*.###speakerb62.	who	yes	who *t*-3 would be in the world series	...who is a person...	...who is every person...	...who is the person...	
177033:54	it makes 0 you wonder, uh, had the jury been a different group of people what *t*-1 would have happened with that outcome.	###mumblex.###speakera3.###so i, i really don't think 0 it, they can really do much of anything *-1 to change it.###what do you think *t*-1?.###speakerb4.###uh, i, i don't think so.###possibly in the jury selection would be the only,###speakera5.###speakerb6.###just for example, what we're seeing *t*-1 in california i guess *t*-2.	what	yes	had the jury been a different group of people what *t*-1 would have happened with that outcome	...what is a thing...	...what is every thing...	...what is the thing...	
7531:26	i can understand why, why some of the, the rural areas, the voter turnout isn't as much because it does seem sometimes like the lobbyists in d c are like controlling things for the, the midwest *t*-1,	###speakera28.###yeah,###that's true.###speakerb29.###but, uh,###speakera30.###yeah,###that's true that the different places in america that, uh, you know, different issues would be a lot more important than say in another place.###speakerb31.###yeah,	why	no	why, why some of the, the rural areas, the voter turnout isn't as much because it does seem sometimes like the lobbyists in d c are like controlling things for the, the midwest *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
63061:16	i don't know why i don't do more *t*-1,	###it's kind of a vicious circle isn't it *?*?###speakera93.###yeah,###it really is *?*.###speakerb94.###yeah,###i find, too, that i have more energy when i exercise *t*-1,###and, you know, it *exp*-1's silly * not to *?*,###but, i don't know,###it's just a put off.	why	no	why i don't do more *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
28694:18	and i couldn't believe when i walked in the door on my first day *t*-3 and here's *t*-2 the audit department of this, this huge holding company, *-1 sharing a h p rugged writer.	###but it's the only, uh,###well, it's part of the bank holding company###and that bank holding company of the ten largest banking holding companies in texas. it's the only one that *t*-1's still alive.###speakera131.###oh, huh-uh.###speakerb132.###any way, i work in a big prestigious place.###speakera133.###right.###speakerb134.	when	no	when i walked in the door on my first day *t*-3 and here's *t*-2 the audit department of this, this huge holding company, *-1 sharing a h p rugged writer	...what is a time...	...what is every time...	...what is the time...	
47022:19	and i can't remember what *ich*-2 i read *t*-1 about that	###speakera139.###huh.###speakerb140.###but i,###they're still pretty much in demand.###i think 0 there's another car coming in,###it's supposed *-1 to come out and compete with that miata,###speakera141.###huh.###speakerb142.	what	no	what *ich*-2 i read *t*-1 about that	...what is a thing...	...what is every thing...	...what is the thing...	
107669:51	and maybe when the other brothers and sisters retire or whatever *t*-1, i don't know what they're going *-2 to do *t*-3.	###speakera31.###oh, well, that's great.###speakerb32.###so that, that works out good.###speakera33.###that's a good idea.###we ought *-1 to,###speakerb34.###speakera35.###yeah,	what	no	what they're going *-2 to do *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
