TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
172677:18	and i don't know how people that *t*-1 don't have it can afford it *t*-2.	###speakera11.### in a, in a given year, dental ca-, dental expenses can really kill you.###speakerb12.###now my husband is with, uh, northwest airlines###and he gets, uh, you know, the full health and dental###and, uh, we have four children###and what you pay *t*-1 *-2 just to have teeth cleaned *-3 is outrageous.###speakera13.###right.###speakerb14.	how	yes	how people that *t*-1 don't have it can afford it *t*-2	...what is a way...	...what is every way...	...what is the way...	
20214:134	there are, were some, uh, regulations *ich*-2 over, i don't know whether they're laws passed * or, or whatever they're called *-4 *t*-1, uh, just recently, where, uh, people with certain diseases can not be excluded *-5, uh, from, uh, immigration *t*-3.	### i, i think 0 if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think 0 *t*-3 it, it would bring in a lot of, uh, people that *t*-1 are, run *-2 out of other countries or in trouble in, in other countries.###i think 0 they'd come here *-1 trying *-2 to find a new market for their, their brand of crime.###speakerb32.###uh-huh.###well, you know, there's another aspect of this, too.###they're also, uh, uh, diminishing the, uh, health restrictions which,###speakera33.###i was not aware, aware of that.###speakerb34.###well, yes.	where	yes	where, uh, people with certain diseases can not be excluded *-5, uh, from, uh, immigration *t*-3	...what is a place...	...what is every place...	...what is the place...	
23110:21	they have programs *ich*-1 around where you can reach the, uh,	###bye-bye.###speakerb130.###bye.###speakera1.###so what do you think *t*-1 about it?###how are we doing in recycling *t*-1?###are we,###speakerb2.###well, i think 0 we need *-1 to do more.###i mean, i know 0 i need *-1 to do more.	where	yes	where you can reach the, uh	...what is a place...	...what is every place...	...what is the place...	
52890:42	oh, well, actually, i would, you know what i would love *t*-1?	###speakerb48.###do you have a boat?###speakera49.###no.###speakerb50.###no?###speakera51.###* want one bad.###do you?###speakerb52.	what	yes	what i would love *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
143663:16	i don't know what form it will ultimately take *t*-1.	###uh-huh,###yeah.###speakera31.###and, uh, both teachers and parents, uh, complain about the, uh, uh, the cost and ineffectiveness that *t*-1 results.###so my feeling is that, uh, the, the problem is, is, uh, significant. there are plenty of good people, uh, available * to, uh, offer people educational experience, but that we just have *-1 to re-, reallocate and reorganize the resources * to do it###and, uh, i think 0 certain techniques and technologies will influence all of that as well as research, uh, uh, of the sort that people like me do *t*-3 * looking at theories of behavior and how they can be used *-1 *-1 to improve performance, particularly, uh, accelerate the, the pace of learning *t*-2.###speakerb32.###uh-huh.###speakera33.###and, my feeling is that, uh, those kinds of things will solve the problem eventually.	what	yes	what form it will ultimately take *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
141303:11	that is why we have not had one in a long time *t*-1.	###spec-,###because it *exp*-1 is always that hard * to get everyone together.###speakera18.###yeah.###they put one together for our family about once every june.###it was on my grandmother's birthday,###but she is, she is gone now.###speakerb19.###yeah,###see that is kind of what *t*-1 happened with ours.	why	no	why we have not had one in a long time *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
44854:16	and so they figure why *-2 go out and vote *t*-1, you know.	###speakera3.###i think 0 it's somewhere really close to that cause i think 0 a lot of people believe that their one little vote is not going *-1 to make that much difference.###and they really don't listen to any of the issues anymore.###speakerb4.###huh.###speakera5.###because they feel like so many of the politicians are like crooked, you know?###speakerb6.###uh-huh.###speakera7.	why	no	why *-2 go out and vote *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
84754:112	like when we lived in tennessee *t*-1, we, we took them to washington, d c * to see all the capitol and, and things like that when they were small *t*-2.	###i think 0 that's just part of their overall educational process, is * to get out and see and do things.###speakerb8.###right,###uh-huh.###speakera9.###yeah,###yeah.###and so, it's uh,###we have, uh, lived several places around the u s###and we have, where we've lived *t*-1, we've taken them to see and do things of interest and of historical significance in the area,	when	no	when they were small *t*-2	...what is a time...	...what is every time...	...what is the time...	
15221:35	uh, others, people don't know what they want *-1 to do *t*-2.	###speakera63.###and the peace corps or something like that is probably useful as, as that kind of a time.###speakerb64.###yeah,###maybe a little bit in that perspective,### but, uh, and a lot of people have gone in the military, i mean, you know, when they're in the college *t*-1.###sometimes it's * to sup-, help *-1 support college, you know, the money.###speakera65.###uh-huh.###speakerb66.	what	no	what they want *-1 to do *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
109198:28	why don't you go ahead and say what you feel *t*-1 *t*-2,	###speakerb68.###and they're back to work,###and, you know, i agree with you,###i was raised *-1 in a generation we didn't need all those things###speakera69.###yeah.###speakerb70.###and we lived without them,###we did fine,###speakera1.	what	no	what you feel *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
174401:16	so we'll see what *t*-1 happens.	###pretty strange.###but, uh, fortunately i never have had *-1 to go in even, even for jury duty.###speakera87.###yeah,###i haven't *?* either other than,###speakerb88.###but, uh, that friend of mine's telling me that i might have *-1 to go in for, uh, as a witness.###he may subpoena me.###speakera89.###speakerb90.	what	no	what *t*-1 happens	...what is a thing...	...what is every thing...	...what is the thing...	
14940:78	you know, i just, i'm just shocked *ich*-3 at the end of the month, *-1 to see what damage i have did *t*-2,	###so.###speakera31.###but yeah,### i've, i've talked to some who *t*-1's really had some bad experience###and * kind of knock on wood i haven't *?* yet,###not bad.###speakerb32.###yeah,###well that's,###speakera33.	what	no	what damage i have did *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
16019:24	and i have just casually asked her what he did *t*-1 for a living.	###speakerb134.###and they, at that time, they had no testing whatsoever.###speakera135.###huh.###speakerb136.###so that's scary.###speakera137.###yeah.###that reminds me of, uh,###i have a friend who *t*-1 was telling me about her brother who *t*-2 gets high all the time,	what	no	what he did *t*-1 for a living	...what is a thing...	...what is every thing...	...what is the thing...	
52941:23	but you know, you know what *t*-1's really funny?	###speakerb70.###i'm just sitting here list-, listening to your accent and thinking what a good time the computer is going *-1 to have *t*-2 with that.###speakera71.###really?###am i pretty texan?###speakerb72.###you're pretty texan.###speakera73.###speakerb74.###yes.	what	no	what *t*-1's really funny	...what is a thing...	...what is every thing...	...what is the thing...	
106468:18	but i didn't realize what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex	###as long as the hardware store told me what * to buy *t*-1, then i could do it.###speakerb86.###yeah.###speakera87.###speakerb88.###but you know, i went in to a hardware store *-1 to get paint for those toys,###and the guy said, oh, * get this,###it's a nice shiny gloss, which *t*-1 was true,###speakera89.###speakerb90.	what	no	what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex	...what is a thing...	...what is every thing...	...what is the thing...	
50511:16	i don't know what we're going *-1 to do *t*-2 as a country.	###and then they're going back to korea and japan, and hong kong and everywhere else###speakerb154.###absolutely.###speakera155.###and they're applying it there.###speakerb156.###that's right.###speakera157.###and i don't know,### it's, to me it's amazing.	what	no	what we're going *-1 to do *t*-2 as a country	...what is a thing...	...what is every thing...	...what is the thing...	
