TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
21920:20	and * let's see how we can get rid *-1 of the problem *t*-2, you know,	###thing is, is, that, you know, like if, if they would ever happen *-1 to have a drug problem, * suppose, that they could feel comfortable *-2 coming to me and saying, i got a problem you know,###speakera96.###problem,###uh-huh###speakerb97.### and, uh and that would make any parent feel good and bad at the same time, you know,###speakera98.###yeah.###speakerb99.###first of all you're coming to me	how	yes	how we can get rid *-1 of the problem *t*-2	...what is a way...	...what is every way...	...what is the way...	
116445:48	and i, i really don't know what, what *t*-1 can be done *-2.	###and it *exp*-1 is really frightening, uh, * to think that you can't even send them to school in safety.###i mean, certainly, you know, you can't just turn them loose in the middle of dallas,###but, you know, when you can't even, send them on their normal activities in safety *t*-1, it, it's really frightening.###speakera23.###that's true.###speakerb24.###and, uh, i really, you know,###they're coming down on the principal,###but i really don't know what they can do *t*-1.###i mean, it's just in so much of society with the violence and the kids having access to weapons and drugs	what	yes	what, what *t*-1 can be done *-2	...what is a thing...	...what is every thing...	...what is the thing...	
118279:56	and, um, there's children in her classroom that *t*-1 just totally disrupt the classroom, where the teacher can not teach *t*-2	###that's right,###that's right.###speakerb18.###what, uh, grade is your daughter in *t*-1?###speakera19.### my, my daughter's in the, um, fourth grade###speakerb20.###uh-huh,###uh-huh.###speakera21.	where	yes	where the teacher can not teach *t*-2	...what is a place...	...what is every place...	...what is the place...	
176364:42	well, you know, but you made the comment *ich*-1 earlier, why would someone be interested in children *t*-2.	###so you know, that,###speakerb56.###uh-huh.###speakera57.###i guess 0 baby-sitters now are up at, what, five dollars an hour?###speakerb58.###something like that.###speakera59.###oh my.###speakerb60.	why	yes	why would someone be interested in children *t*-2	...what is a reason...	...what is every reason...	...what is the reason...	
15580:42	and, but, you know, you could tell when it was coming *t*-1.	### in, in the book apparently she cuts his feet off,###but in the movie she, she disables him, but not by * cutting his feet.###speakera65.###um.###speakerb66.###um, she, she breaks both of his ankles.###speakera67.###ugh.###speakerb68.###and that i couldn't watch *t*-1,	when	no	when it was coming *t*-1	...what is a time...	...what is every time...	...what is the time...	
89566:40	and i was thinking, well, you know, i know why your god damn bill is so high *t*-1,	###speakera106.###oh.###speakerb107.###and i thought,###speakera108.###i can't###mumblex,###speakerb109.###mumblex###and he was talking about how you keep up with the utilities here *t*-1.	why	no	why your god damn bill is so high *t*-1	...what is a reason...	...what is every reason...	...what is the reason...	
18004:158	one thing 0 i really hate *t*-1, is 0 they don't explain to the jurors, in a, in a trial, in a capital murder trial, or in cases of rape, or in different things that *t*-2 are so horrible, what it means *t*-3 when they sentence them to, you know,	###uh-huh.###speakera37.###and a murderer well go to prison,###oh, he's just there *-1 to serve his time, and get back out on the street.###speakerb38.### and, and * be paroled *-1, and and have served the sentence,###speakera39.###yeah.###speakerb40.### that's what, that's what people face *t*-1 with that choice.	what	no	what it means *t*-3 when they sentence them to, you know	...what is a thing...	...what is every thing...	...what is the thing...	
100627:16	they don't know what * to expect *t*-1 at home.	###speakera37.###speakerb38.###it's what *t*-1's wrong with families###and if, if children come to school, yes, *-1 insecure and their mo-, biggest concern is survival both at home,###speakera39.###and society in general.###speakerb40.###speakera41.###right.###speakerb42.	what	no	what * to expect *t*-1 at home	...what is a thing...	...what is every thing...	...what is the thing...	
147723:14	you're asking what my opinion about, whether it *exp*-1's possible * to have honesty in government *t*-2.	###and, uh, other th-, uh,###we really,###speakera1.###okay.###i think 0 the first thing 0 they said *t*-1,###i have written this down###so it would,### is it p-, do you think 0 it *exp*-1's possible * to have honesty in government or an honest government?###speakerb2.###okay.	what	no	what my opinion about, whether it *exp*-1's possible * to have honesty in government *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
80662:57	i, i think 0 that what he, he reported what he saw *t*-1	###uh.###speakerb21.###speakera22.###well, yeah,### i, i, i, uh,###peter arnet was reporting direct from, uh, iraq.###i think 0 this is scandalous the way 0 everybody's picking on him *t*-1.###speakerb23.###yeah.###speakera24.	what	no	what he saw *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
